 Unemployment Rate in New York (NYUR),
Row Labels,Sum of NYUR
2019,45.9
Qtr1,11.6
Qtr2,11.1
Qtr3,11.5
Qtr4,11.7
2020,119.3
Qtr1,11.7
Qtr2,46.4
Qtr3,34
Qtr4,27.2
2021,83.5
Qtr1,24.9
Qtr2,22.6
Qtr3,19.5
Qtr4,16.5
2022,14.8
Qtr1,14.8
Grand Total,263.5
