RegionName,RegionType,StateName,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020
"Bloomington, IN",Msa,IN,208361,209029,209368,210297,211513,212783,214056,215552,217706,220127,222837,225287
"Pueblo, CO",Msa,CO,198890,200914,202700,204448,205962,208135,210304,212684,214987,217628,220450,223305
"Billings, MT",Msa,MT,264846,266552,268418,270495,273352,270997,269514,268476,273500,279713,281876,285649
"Bowling Green, KY",Msa,KY,171144,171211,171378,171623,171815,171823,172267,,167433,164490,,165869
"Bend, OR",Msa,OR,435214,440084,443948,448619,448494,447971,445549,448361,453190,462310,472377,485872
"Albany, GA",Msa,GA,,111646,111821,112084,112235,112414,112517,112354,112188,112158,112894,113723
"Vineland, NJ",Msa,NJ,139332,140130,139764,140836,142417,144684,146903,149413,151590,154190,156851,160453
"Niles, MI",Msa,MI,185948,185838,185766,186559,187601,188324,189707,190179,190921,191706,193464,195693
"Kahului, HI",Msa,HI,718671,720783,723792,724846,727965,730334,731907,731380,731359,732706,734793,738836
"Ottawa, IL",Msa,IL,114386,114645,116262,116686,117194,116074,116564,117242,118028,119074,120724,122181
"State College, PA",Msa,PA,253443,254106,255178,255744,256275,256839,257397,258239,259071,260640,262364,264539
"Bangor, ME",Msa,ME,160570,160965,161803,161862,162773,163509,164672,166038,168432,171809,174888,177672
"Alexandria, LA",Msa,LA,156088,156314,155973,155390,155458,155980,157226,157899,158555,157145,156239,155593
"Decatur, AL",Msa,AL,136355,136446,136604,136877,137587,138535,139915,141558,143686,145871,147971,149362
"Hanford, CA",Msa,CA,237707,240130,242039,244686,245774,246446,247853,251580,255482,258826,261089,263918
"Iowa City, IA",Msa,IA,230232,230519,229800,229308,228974,229300,229782,230077,230699,231307,231673,232188
"Rocky Mount, NC",Msa,NC,116258,116798,117501,118246,118459,118563,118542,118769,119045,120555,122743,124952
"Monroe, MI",Msa,MI,179559,179755,180644,181533,183129,185188,186802,188203,189046,191175,193067,194837
"Wichita Falls, TX",Msa,TX,,106277,106727,107156,105635,104653,104099,105784,107495,109511,111230,112554
"Burlington, NC",Msa,NC,168627,168399,168300,169203,169496,169757,169938,171403,173126,174989,176885,179219
"Madera, CA",Msa,CA,290789,292900,293662,294237,294669,296540,299013,302273,305809,309421,312116,313209
"Jefferson City, MO",Msa,MO,162355,162444,163043,163572,164251,164844,165586,167209,169028,170668,171899,173030
"Chambersburg, PA",Msa,PA,184838,185047,185064,185696,186667,187673,189909,192183,195097,197886,200448,202401
"Texarkana, TX",Msa,TX,115986,116084,116103,116199,116329,116503,116622,116584,116664,116793,117615,118256
"Elizabethtown, KY",Msa,KY,156571,157143,157460,158041,159071,160180,161233,162213,163792,166286,168403,170117
"Pottsville, PA",Msa,PA,85379,85519,85397,85300,85605,86469,87241,88244,89398,90828,92499,94174
"Wheeling, OH",Msa,OH,101725,102043,102376,102634,103199,103701,104234,104386,104594,104860,105931,107027
"Florence, AL",Msa,AL,120494,121084,121487,122093,122694,122688,122794,122493,123245,123770,125433,127028
"Grand Junction, CO",Msa,CO,273221,277252,280076,280678,279781,280344,282187,284087,285937,288502,291234,294921
"Concord, NH",Msa,NH,271094,272924,276306,277908,278594,277941,278876,282296,286319,291045,295898,300916
"Dothan, AL",Msa,AL,122613,123397,123856,124355,124947,125822,126593,127388,128409,129317,130152,130514
"Santa Fe, NM",Msa,NM,385394,385426,386335,386917,387346,387717,388932,391703,394564,398811,402565,407643
"Johnstown, PA",Msa,PA,78801,77320,77714,77903,78151,80281,82413,84233,84129,84445,85628,86132
"Traverse City, MI",Msa,MI,247559,249752,250927,251957,253123,253804,254334,255469,258076,261357,265077,268974
"Hattiesburg, MS",Msa,MS,147450,147515,147647,147342,147294,147234,147689,147655,147691,147961,148884,149775
"Dalton, GA",Msa,GA,143552,144018,144684,145395,145900,146294,146739,147955,149246,152063,151931,152791
"Midland, TX",Msa,TX,273197,272974,272453,271817,270313,268230,266085,265264,264342,264492,264843,266250
"Homosassa Springs, FL",Msa,FL,167289,168295,169756,171030,172580,173901,176257,177895,180189,181389,183826,186516
"Auburn, AL",Msa,AL,203652,203912,204930,205946,206870,207380,208089,209308,211116,213397,215753,217665
"Valdosta, GA",Msa,GA,128658,129416,129854,130117,130489,130980,131871,132244,133322,134564,136319,137933
"Coeur d'Alene, ID",Msa,ID,360178,366895,370647,374568,374203,374880,374078,379815,390694,404018,413573,420432
"Springfield, OH",Msa,OH,121301,121891,121671,121020,120929,121869,123451,125254,126850,128607,130607,132511
"St. George, UT",Msa,UT,342134,344309,346213,347591,349543,351404,354875,358311,362040,365549,370352,375992
"Vero Beach, FL",Msa,FL,233027,235648,238379,241111,241969,243448,244462,245591,246231,246943,247961,252096
"Odessa, TX",Msa,TX,201320,202111,,200727,199837,,,186006,,186198,184570,183408
"Napa, CA",Msa,CA,698895,695831,696316,700422,706435,707276,710136,714423,724516,737109,748775,763397
"Tupelo, MS",Msa,MS,123372,123644,124002,124390,124892,125353,125688,125469,125307,125223,125713,126227
"Battle Creek, MI",Msa,MI,123636,124573,125619,126549,126999,127172,127381,128255,129992,131596,134052,136006
"Jamestown, NY",Msa,NY,103706,104803,105720,106278,107071,107470,108275,109233,110440,111529,112534,113316
"Eureka, CA",Msa,CA,330001,329030,327688,327311,329031,331160,335138,338383,341702,345460,349129,353061
"Rapid City, SD",Msa,SD,230389,231222,231950,233056,233534,234112,234628,235767,237141,238849,240812,242756
"Flagstaff, AZ",Msa,AZ,377380,379085,381379,383065,384099,384356,385600,389235,394186,400770,407592,415897
"Lumberton, NC",Msa,NC,78739,79475,80196,80378,80403,80619,80906,81030,81249,81470,82124,82595
"Wausau, WI",Msa,WI,173203,173824,174579,175388,175843,176364,176955,178387,180146,182279,184114,185661
"La Crosse, WI",Msa,WI,202698,203156,202472,202588,203156,204879,206133,207657,209259,210851,212506,214032
"Lebanon, PA",Msa,PA,190719,191353,192293,193683,194473,195382,196306,197953,199805,202004,204328,206638
"Idaho Falls, ID",Msa,ID,251420,253974,256808,258841,261255,263733,266372,268720,271180,274258,279246,284500
"Sierra Vista, AZ",Msa,AZ,163376,164320,165012,165740,166078,166920,168221,169680,171045,172862,175268,177909
"Pittsfield, MA",Msa,MA,240638,241432,241219,241335,240881,240701,241835,244414,248063,251257,255237,259429
"Lawton, OK",Msa,OK,97407,97631,97885,97968,,,100222,,98145,99997,102083,104004
"Farmington, NM",Msa,NM,142535,143095,143486,143274,143270,143366,143342,144212,145905,147751,149981,151349
"Jackson, TN",Msa,TN,121315,122483,123400,124079,124580,125211,125973,126933,128116,129859,131162,132509
"Morgantown, WV",Msa,WV,165796,165880,165833,165853,166039,166406,166840,166984,,170200,,
"Glens Falls, NY",Msa,NY,192608,193080,193414,192803,191497,190611,190663,191733,192472,193613,195937,198765
"Winchester, VA",Msa,VA,247116,247728,249311,250879,252015,252493,253430,255054,257262,259598,262243,264760
"St. Joseph, MO",Msa,MO,122388,121767,121963,122092,122323,122596,123196,124205,125303,126007,126944,127870
"Altoona, PA",Msa,PA,119242,118812,119449,119994,121096,122278,123713,123923,123687,122533,122433,122899
"New Bern, NC",Msa,NC,162569,163110,163882,164360,165075,165764,166540,167337,168091,169402,170208,171247
"Carbondale, IL",Msa,IL,102773,103052,103197,103349,103173,102958,102783,102896,103200,103807,104799,105662
"London, KY",Msa,KY,104666,104753,104885,104787,103924,103066,102444,102897,103505,104309,105349,106502
"Logan, ID",Msa,UT,292012,292972,293814,295242,296970,299241,301439,304411,307640,312307,316234,322071
"Harrisonburg, VA",Msa,VA,224983,225525,225862,226448,227588,228842,229981,230509,231269,231947,233637,235244
"Beckley, WV",Msa,WV,81296,81302,81375,81534,81812,82018,82135,82200,82189,82622,83326,84150
"Mansfield, OH",Msa,OH,120163,121995,123641,124474,122885,121028,119458,119877,120393,121696,123477,124953
"Weirton, OH",Msa,OH,87436,,86860,86535,86835,87058,87342,87497,87812,88212,89198,90220
"Goldsboro, NC",Msa,NC,133407,134565,135517,136563,137408,137742,138062,138438,139651,140991,142491,144503
"Augusta, ME",Msa,ME,175746,176949,178486,180000,182113,183892,186005,188523,191846,195862,199147,202175
"Hammond, LA",Msa,LA,166305,166236,166289,166019,165434,165163,165101,166215,166779,167516,167299,167280
"Jonesboro, AR",Msa,AR,134607,135291,135600,136123,136514,137357,137866,138382,138745,139501,140357,141273
"Sherman, TX",Msa,TX,180068,181490,183178,184006,184284,184360,184671,186138,188539,191657,194379,196079
"Anniston, AL",Msa,AL,106034,106267,106977,107178,107705,107866,108074,108029,108578,109002,,112637
"Staunton, VA",Msa,VA,203719,204113,204659,205196,206186,207000,207983,208645,209337,209841,211071,212546
"Muncie, IN",Msa,IN,96263,96421,96734,97372,98101,98815,99602,100772,102022,103277,104183,105171
"Mount Vernon, WA",Msa,WA,387885,389839,390863,392522,393373,396462,399535,404766,409203,415486,422559,429203
"Albany, OR",Msa,OR,282705,283955,286363,287929,290289,291481,293266,295177,297749,300842,304872,309985
"Watertown, NY",Msa,NY,144360,146238,145918,145846,145639,146124,146668,147380,147880,148651,150060,151318
"Williamsport, PA",Msa,PA,170059,170709,171268,171795,172380,173006,173651,173674,173085,170547,169151,170723
"Cleveland, TN",Msa,TN,171928,173288,174812,176286,177794,179281,180480,181719,182360,183319,185233,187727
"Sheboygan, WI",Msa,WI,157236,158091,158090,157837,157609,158458,160202,162526,164802,165969,167896,169755
"Bismarck, ND",Msa,ND,268298,269554,270659,271944,272647,272925,273050,272662,273502,275120,277688,279927
"Owensboro, KY",Msa,KY,126683,,,130271,,131430,134309,136451,138348,140626,142378,143402
"Dunn, NC",Msa,NC,173450,173887,174322,175351,176428,177199,178809,180480,182830,184573,186511,188226
"Wooster, OH",Msa,OH,186241,187841,190057,192487,193867,195310,196342,197775,200105,202321,204726,206111
"Morristown, TN",Msa,TN,160111,159520,159337,159323,159549,159788,160734,160964,160984,160374,161131,162859
"Kankakee, IL",Msa,IL,147010,148174,148294,148859,148661,149378,150084,150975,152135,153379,154699,155691
"Brunswick, GA",Msa,GA,193912,194271,194994,195241,195751,196259,196758,197589,199441,201591,204108,205834
"Ogdensburg, NY",Msa,NY,78570,78579,78814,78885,78631,78139,77781,78029,78628,80322,81646,82912
"San Angelo, TX",Msa,TX,154889,155236,156527,157869,159852,161696,162836,163732,163981,163661,163192,164011
"Michigan City, IN",Msa,IN,154445,154653,154789,154936,155931,156523,157500,157627,,163123,166872,168871
"Holland, MI",Msa,MI,207650,207827,208324,209696,212058,213844,214984,216737,218581,221293,223428,226274
"Wenatchee, WA",Msa,WA,370002,371182,372808,374413,376615,379720,382841,385762,387589,391408,395651,400665
"Lawrence, KS",Msa,KS,212258,211831,211540,213066,214806,215714,214890,216922,218376,220064,221149,224463
"Decatur, IL",Msa,IL,89578,89776,90088,90231,90446,90511,91187,91786,92359,92945,93384,93907
"Missoula, MT",Msa,MT,348586,351959,355258,357520,359638,362071,364824,368998,374258,380042,385546,391680
"Salem, OH",Msa,OH,,105806,,108849,109910,110483,111138,110263,109386,108726,110181,112005
"Bay City, MI",Msa,MI,109916,110629,111027,111525,111710,112006,112635,113507,114646,115242,116339,117838
"Lewiston, ME",Msa,ME,189434,190795,192304,192514,193310,193154,194715,197410,201003,204304,207008,209839
"Roseburg, OR",Msa,OR,227147,228130,228699,229562,230353,231909,233470,235845,238705,242038,244591,246935
"Sumter, SC",Msa,SC,129752,130409,130358,131075,132285,132496,131921,131383,132673,134333,136068,137266
"Meridian, MS",Msa,MS,102704,102746,102718,,,,,97950,97912,97784,97887,97677
"Show Low, AZ",Msa,AZ,226375,227322,228964,230424,231868,233360,235420,237918,240781,244940,249947,256023
"Bluefield, WV",Msa,WV,80048,80072,80073,80126,80303,80455,80672,80775,80946,81308,82132,82924
"Danville, VA",Msa,VA,126500,126650,126790,127017,127374,127708,127977,128128,128317,128633,129489,130377
"Lima, OH",Msa,OH,116478,117930,118504,118604,117867,118355,118940,120345,121563,123114,124088,127384
"Cookeville, TN",Msa,TN,161514,162970,163842,164923,165405,166335,167212,168249,169764,170712,172261,173714
"California-Lexington Park, MD",Msa,MD,300544,302377,303809,304529,303977,304332,305834,308255,312390,316054,321060,323866
"Gadsden, AL",Msa,AL,94994,95909,96718,97492,98619,97498,96270,94534,95210,95714,96534,97294
"Cumberland, MD",Msa,MD,98492,97885,97775,97041,96604,96848,97260,97484,97460,98007,99077,100105
"Longview, WA",Msa,WA,291171,294046,296546,299452,301657,303267,304478,306803,310497,314960,318998,322510
"Whitewater, WI",Msa,WI,233433,235246,236693,237900,238854,240445,242721,244564,244827,245134,246889,251386
"Fond du Lac, WI",Msa,WI,145947,146279,146628,147312,147902,148593,149470,150667,151786,152479,153685,155111
"Ithaca, NY",Msa,NY,220445,221968,223146,224427,225459,226751,227071,227317,227287,228521,230913,233448
"Ashtabula, OH",Msa,OH,113393,112658,112972,113062,114250,116358,117058,117358,116459,116777,117401,118498
"Gettysburg, PA",Msa,PA,216060,217367,218906,219611,220101,220839,222071,223853,225914,228337,230603,232516
"Pine Bluff, AR",Msa,AR,64423,64643,64900,65263,65311,65362,65258,65283,65250,65154,65652,66178
"Tullahoma, TN",Msa,TN,159689,160727,161752,163189,165131,166832,167912,168277,168597,168658,169573,171074
"Richmond, KY",Msa,KY,169832,170424,171226,172620,173117,173221,172559,173340,174574,177074,179710,182779
"Adrian, MI",Msa,MI,162639,162611,162693,162820,162957,163063,164072,165843,167992,169895,171445,172462
"Twin Falls, ID",Msa,ID,229323,230305,232206,233803,235655,236522,238396,240358,243590,246303,251076,256249
"Corning, NY",Msa,NY,109423,110004,110608,110357,109747,109013,108964,109381,110030,110644,111370,112637
"Sebring, FL",Msa,FL,143745,144653,145965,147526,148407,149325,150157,151488,152788,154219,155857,157487
"Truckee, CA",Msa,CA,477889,478999,477927,475996,472973,474473,479977,491448,504859,520588,533721,544402
"Paducah, KY",Msa,KY,113887,114119,113919,113637,113207,113226,113227,113741,114354,115136,115988,116803
"Grand Forks, ND",Msa,ND,212157,212332,212741,213486,213693,213714,211788,210095,208550,209129,210626,212282
"Shelby, NC",Msa,NC,151584,152171,152725,153324,153700,156112,157572,161104,163565,166089,166014,165853
"Fairbanks, AK",Msa,AK,208882,209640,209628,209553,209388,210156,210985,215950,220698,226062,227799,229446
"Ocean City, NJ",Msa,NJ,399740,400832,402796,407032,411897,418547,424487,428320,429668,433718,441675,450156
"Mankato, MN",Msa,MN,213660,213577,215433,216569,217604,218392,219224,220023,220948,222184,224324,226468
"Rome, GA",Msa,GA,131696,132373,133132,134366,135614,137049,138033,138739,139218,140508,142289,143736
"Cape Girardeau, MO",Msa,MO,161896,161228,160016,158923,158771,159114,159554,159681,161161,162456,164796,166239
"Hot Springs, AR",Msa,AR,151361,152787,154668,156326,157332,157939,158993,160187,161706,163663,165937,167974
"Greenwood, SC",Msa,SC,118476,118601,118785,119290,119874,120521,121126,121133,121193,121245,122130,122940
"Sunbury, PA",Msa,PA,109631,109848,110206,110497,110901,111023,111258,111128,111645,112655,,116335
"Clarksburg, WV",Msa,WV,102499,102523,102490,102442,102926,103211,103604,103600,104003,104815,106083,107192
"Talladega, AL",Msa,AL,108130,108530,108860,109034,109310,109743,110341,110885,111435,112125,113061,114045
"Dubuque, IA",Msa,IA,185510,185805,186346,187084,187922,188999,189682,190674,191887,193165,194319,194671
"The Villages, FL",Msa,FL,290231,291805,293701,294862,295666,296730,298056,298066,298211,298438,300025,300766
"Albertville, AL",Msa,AL,134581,134323,134536,135748,138409,141139,143632,145424,146941,148224,148808,150929
"Manhattan, KS",Msa,KS,204672,204899,204994,205100,205240,205343,205530,205944,206381,206793,208173,209560
"Parkersburg, WV",Msa,WV,108660,109722,110587,111656,112081,112736,113036,113637,114358,115005,115955,116915
"New Philadelphia, OH",Msa,OH,,,127068,127853,127191,126629,126193,126247,126390,128866,131085,133672
"Orangeburg, SC",Msa,SC,,95821,95956,96259,96590,96904,97005,96803,96851,97068,97873,98502
"Cheyenne, WY",Msa,WY,301270,304408,307343,309485,312113,312630,313673,314719,315678,312599,309841,307604
"New Castle, PA",Msa,PA,109781,110498,110826,111033,110681,110460,110018,110623,110812,111595,111835,112548
"Brainerd, MN",Msa,MN,210273,209544,210309,210422,212269,212962,214576,216105,217587,219227,220381,221490
"Kalispell, MT",Msa,MT,364174,365459,365306,366457,367501,369235,371944,376090,382716,390527,398234,404903
"Sevierville, TN",Msa,TN,250324,253247,255698,258285,259896,261521,263473,265384,267023,269160,272601,277374
"Ames, IA",Msa,IA,205571,205467,205474,205684,206312,206748,207587,208204,209095,209968,211155,212375
"Bozeman, MT",Msa,MT,480834,484459,489155,493746,496140,498059,499520,504232,,499824,498832,
"Moses Lake, WA",Msa,WA,222431,223852,225188,226874,228900,231015,233059,235898,239359,244219,248692,252757
"Indiana, PA",Msa,PA,127619,127921,128278,128398,128499,128562,128675,128429,128326,128330,129484,130645
"Elmira, NY",Msa,NY,103254,104254,104568,104720,104296,103978,103718,103585,104430,105737,107653,108721
"Meadville, PA",Msa,PA,105388,105694,105989,106096,106285,106595,106999,107117,107401,108033,,110943
"Beaver Dam, WI",Msa,WI,169733,169334,170188,170659,172568,173644,175848,177692,180170,182584,185082,187420
"Pinehurst-Southern Pines, NC",Msa,NC,254119,255066,256221,256648,257075,257782,259831,262067,264439,266863,269759,272523
"Ukiah, CA",Msa,CA,398012,399486,402085,400689,401053,405597,414206,423069,431747,439103,445221,449062
"Hermiston-Pendleton, OR",Msa,OR,200010,200788,201030,201102,201213,202275,203885,206036,207566,209055,210358,212354
"Lufkin, TX",Msa,TX,128376,128270,128313,128175,127793,127452,127220,127399,127853,128176,128992,129515
"Zanesville, OH",Msa,OH,,129007,129988,130504,131471,132547,133111,133861,133629,133269,131790,130308
"Corvallis, OR",Msa,OR,378200,384734,388668,391475,392079,388708,386705,383536,384428,384400,386777,388972
"Bloomsburg, PA",Msa,PA,170953,171521,172086,172596,173298,173948,174469,174373,174351,173786,174586,175367
"Laurel, MS",Msa,MS,105435,105672,105782,105512,105462,105447,105763,105661,105611,105319,105453,105628
"Russellville, AR",Msa,AR,121801,121566,,120442,120799,121305,121435,121842,122527,122972,123317,123402
"Branson, MO",Msa,MO,168197,168852,169533,170298,170884,171334,171873,172500,173198,174177,175834,
"Watertown, WI",Msa,WI,221013,222262,223407,224236,225417,226306,227713,229265,231424,233180,235596,238398
"Midland, MI",Msa,MI,150270,151279,151800,152433,153490,154950,156373,158311,159560,160854,162781,164397
"Opelousas, LA",Msa,LA,113090,113668,114023,114627,114675,114222,113644,113025,,,,126132
"Pocatello, ID",Msa,ID,204705,206706,208405,211842,214775,217347,219469,221219,222390,221532,221923,225525
"Kokomo, IN",Msa,IN,119237,119744,120030,120792,121283,121911,122005,122671,123747,124971,126356,127244
"Grants Pass, OR",Msa,OR,293472,298187,301793,305086,308334,309360,310741,312227,315363,318918,323992,329073
"Huntsville, TX",Msa,TX,179592,179466,179242,178901,179135,179387,179917,180170,180787,181415,182851,183984
"Plattsburgh, NY",Msa,NY,149934,148936,148430,149254,149759,150187,150444,151341,151932,152834,153241,154405
"Grand Island, NE",Msa,NE,162703,163214,163828,164401,164696,164987,165317,165490,165639,165896,167199,168419
"DuBois, PA",Msa,PA,104150,104219,104335,104621,104866,105031,105313,105414,,104120,104493,
"Danville, IL",Msa,IL,68679,68726,68764,68779,68529,68407,68339,68453,68593,68836,69459,70018
"Manitowoc, WI",Msa,WI,134383,134817,134545,134443,134629,135819,136980,138706,140284,141961,143450,146417
"Great Falls, MT",Msa,MT,201292,202452,203609,204157,205161,206370,207762,209024,210878,212843,214600,215887
"Wilson, NC",Msa,NC,123147,123543,123851,124172,124438,124926,125503,125775,126011,126309,127247,128171
"Cullman, AL",Msa,AL,149803,150521,150987,151452,151741,152279,152888,153643,154946,156257,157612,158535
"Olean, NY",Msa,NY,85241,86258,87171,87261,87071,86312,86509,86024,85820,85054,85756,86397
"Auburn, NY",Msa,NY,134084,133631,133895,134090,134718,136176,138003,139363,139859,139987,141705,142814
"Portsmouth, OH",Msa,OH,85342,85363,85373,85421,85775,86068,86353,86340,86409,86629,,88984
"Athens, TX",Msa,TX,166710,164790,164719,164595,164780,167753,169459,173649,175909,179307,180935,185441
"Oak Harbor, WA",Msa,WA,416055,418343,420109,420565,422658,425288,429179,433509,440079,449464,458753,466990
"Chillicothe, OH",Msa,OH,128073,127516,127533,127534,128176,128895,129611,129822,130262,130526,131947,133177
"Hinesville, GA",Msa,GA,150838,151116,151450,151760,151771,151832,152127,152008,151852,151860,153231,154787
"Somerset, PA",Msa,PA,117806,118038,118351,118674,118927,119208,119463,119499,119675,119758,,121907
"Warsaw, IN",Msa,IN,188175,189135,189789,190615,191101,191643,192175,193240,194881,196833,198386,199807
"Stillwater, OK",Msa,OK,,,157116,157032,157034,157090,157152,157541,158032,158826,159410,160006
"Quincy, IL",Msa,IL,121782,122150,122507,122750,122602,122420,122247,122186,122228,122492,123495,124479
"Keene, NH",Msa,NH,215762,216806,218315,219748,219141,218650,217922,220214,222316,225022,227019,229295
"Sandusky, OH",Msa,OH,146564,147874,149777,149963,150402,149553,148812,149929,152058,155675,158477,160182
"Searcy, AR",Msa,AR,117308,117202,118330,118583,118324,118155,118022,120452,122954,125684,127325,129005
"Columbus, IN",Msa,IN,178059,178928,180077,180259,180917,180879,181248,181417,182640,184402,185489,186772
"Roanoke Rapids, NC",Msa,NC,73286,73455,73866,74325,74599,74866,75240,75460,75507,75673,76143,76751
"Centralia, WA",Msa,WA,211580,212507,214771,217053,219566,220948,222551,225234,230763,236946,242735,246048
"Casper, WY",Msa,WY,227369,228351,228723,229343,229541,230378,231191,231806,232339,233086,233867,234064
"Helena, MT",Msa,MT,290435,291426,292630,292815,293223,293510,295019,296613,298940,304326,310248,
"Findlay, OH",Msa,OH,151371,152867,154526,155130,155986,156651,158693,160168,161560,162164,163663,164733
"Wisconsin Rapids-Marshfield, WI",Msa,WI,127864,128089,128239,128341,128263,128179,128187,128424,128828,129925,,134264
"Palatka, FL",Msa,FL,129900,131551,132752,133612,134635,136156,137755,139325,140358,140968,142684,144547
"Seneca, SC",Msa,SC,176917,177581,178196,178880,179778,181191,182626,183871,184941,186611,188108,189159
"Mount Airy, NC",Msa,NC,131893,132201,132640,133080,133541,133952,134410,134496,134773,135046,136096,137090
"Glenwood Springs, CO",Msa,CO,553346,555106,556048,556148,557181,557727,561576,564610,569404,574628,581114,588717
"Key West, FL",Msa,FL,633360,629084,628339,625420,627442,626847,630136,634185,639963,645134,650150,650901
"Aberdeen, WA",Msa,WA,198280,201051,204733,207999,210751,212714,215991,219618,224911,230708,235930,240583
"Gallup, NM",Msa,NM,162292,162722,163270,163830,164390,164996,165596,166202,166956,168015,169995,171768
"Port Angeles, WA",Msa,WA,326694,326014,326930,328794,332047,335025,337972,341452,345042,348650,352497,355163
"Greenfield Town, MA",Msa,MA,221379,223222,225372,228094,230419,230606,232311,234266,237098,240059,243150,245928
"Muskogee, OK",Msa,OK,84454,84592,84671,84668,84724,84864,84934,85135,85265,85524,86206,86923
"Frankfort, KY",Msa,KY,154925,154861,154666,154500,154324,154085,153861,154555,155455,156631,158302,159571
"Owosso, MI",Msa,MI,126851,127015,127140,127278,127355,127413,127452,127882,128778,127393,127002,126244
"Mount Pleasant, MI",Msa,MI,145213,145181,145195,145216,145040,145150,145424,146245,146853,147539,149131,150644
"Statesboro, GA",Msa,GA,158221,158907,159515,160024,159076,157609,155312,154540,154174,154981,155685,156967
"Marion, IN",Msa,IN,87624,87708,,,86348,,87006,87670,88347,89129,90005,91083
"Stevens Point, WI",Msa,WI,180511,180972,181333,181399,181219,180992,181058,181140,181945,183220,,189215
"Minot, ND",Msa,ND,281611,284709,284714,283617,281195,278919,276789,274468,273096,272874,273846,274745
"Shawnee, OK",Msa,OK,104115,104336,104437,104472,104532,103949,103568,103377,103768,104180,105104,106073
"North Wilkesboro, NC",Msa,NC,137856,138283,138615,139560,140055,140940,141402,141755,141935,142204,143238,144520
"Richmond, IN",Msa,IN,104120,104248,104356,104492,104737,104682,104737,104759,105105,105512,106491,107458
"Greeneville, TN",Msa,TN,108824,110775,111978,113453,113801,114289,114907,115928,116501,115655,118236,120334
"Martinsville, VA",Msa,VA,82508,82740,83021,83296,83528,83528,83564,83394,83544,83520,83894,84243
"Forest City, NC",Msa,NC,137397,138201,139099,140226,141015,141708,142336,142779,143376,144108,145400,146624
"Lake City, FL",Msa,FL,154798,,151724,,,150740,,157469,161514,164370,167451,168976
"Kapaa, HI",Msa,HI,,620860,624951,638470,651361,652670,650893,647419,648568,651319,655724,656856
"Marquette, MI",Msa,MI,163515,163598,163758,163725,163691,163561,163572,163989,164521,165156,167118,169187
"LaGrange, GA",Msa,GA,140009,140557,141070,141711,142185,142645,142803,141634,139919,139303,140115,141983
"Marion, OH",Msa,OH,,,103262,103174,103509,104013,104599,104909,105260,105608,106847,107901
"Morehead City, NC",Msa,NC,283439,284754,285993,286454,286670,287289,288982,291324,293294,295253,297054,299882
"Klamath Falls, OR",Msa,OR,191002,190942,191291,191688,194612,197724,201059,202773,205359,208176,211194,214198
"Marinette, WI",Msa,WI,110218,110232,110114,110168,110247,110503,110931,111471,111988,112548,114112,115622
"Roswell, NM",Msa,NM,108961,109283,109560,110155,110547,110985,111201,111671,112094,113296,114765,116256
"Marshall, TX",Msa,TX,151429,151154,150651,149719,149361,149156,149548,149648,149808,149634,150143,150774
"Farmington, MO",Msa,MO,124235,124355,,122054,120700,120858,121038,121375,121722,122209,123473,124930
"Charleston, IL",Msa,IL,83907,84286,84880,85294,85267,84625,83828,83369,83198,83670,84150,85262
"Athens, OH",Msa,OH,139461,139634,139724,139824,140323,140854,141272,141327,141465,142002,,145580
"Hobbs, NM",Msa,NM,172658,173191,173061,173028,173138,173620,174339,175044,175665,177012,179218,181548
"Clearlake, CA",Msa,CA,245205,245661,247272,249392,251106,252284,253592,254988,261010,266846,273294,275813
"Nacogdoches, TX",Msa,TX,153113,152966,152686,152484,152652,152946,153246,153394,153526,153727,154498,155203
"Hutchinson, KS",Msa,KS,103326,103501,103639,103688,103317,102951,102591,102959,103413,103774,104651,105599
"Faribault, MN",Msa,MN,248189,247720,248480,249573,251571,252926,254036,255358,257770,260449,263619,267275
"Elizabeth City, NC",Msa,NC,167948,168095,168556,169247,170161,170759,171393,171691,172187,172715,174026,175159
"Ionia, MI",Msa,MI,,,163847,165532,167366,165158,162689,161143,164491,169410,169390,167401
"Alamogordo, NM",Msa,NM,138510,138279,138392,138612,139010,139547,140063,140729,141241,141516,142210,143094
"Red Bluff, CA",Msa,CA,261081,253160,244259,244167,245152,245596,247210,247679,250041,251616,254296,255602
"Hudson, NY",Msa,NY,261733,263738,265211,266801,267331,269313,269764,270448,270814,271998,273741,277836
"Somerset, KY",Msa,KY,146365,146467,146174,145748,145160,144433,143810,144289,146215,148413,150864,152345
"Coos Bay, OR",Msa,OR,240182,240625,241699,243497,245961,247731,248677,250055,252715,256880,260277,264012
"Walla Walla, WA",Msa,WA,281143,281797,282392,282036,282302,282469,283778,285246,287047,288958,291815,297028
"Sayre, PA",Msa,PA,149019,149392,149704,150141,150665,150982,151382,151142,151290,151462,,154548
"Oneonta, NY",Msa,NY,154622,,154428,154452,154897,155318,155736,155770,155854,156063,157170,158331
"Fort Madison, IA",Msa,IA,92918,92824,92729,92620,92454,92349,92537,92686,92701,92824,93215,93758
"Baraboo, WI",Msa,WI,211176,210510,209868,208787,209902,209542,209666,209833,210817,212344,213982,216143
"Marietta, OH",Msa,OH,133282,133432,133492,133529,134215,134919,135664,135899,136137,136479,137901,139457
"Salina, KS",Msa,KS,132220,132292,132387,132253,132204,132283,132485,132962,133293,133888,135155,136391
