RegionName,RegionType,StateName,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020
"Rutland, VT",Msa,VT,189721,189619,189372,188924,189859,191017,192246,192119,192006,192420,194220,195941
"Big Stone Gap, VA",Msa,VA,75340,75207,75130,75111,75219,75254,75414,75292,75355,75370,75888,76396
"Sturgis, MI",Msa,MI,132803,133183,133269,133713,133356,131269,130988,131919,,139008,142777,145676
"Rio Grande City, TX",Msa,TX,71474,71468,71432,71295,71344,71456,71569,71526,71631,71972,72414,72698
"Fremont, OH",Msa,OH,123706,123632,123508,123463,124057,124634,125246,125202,125368,125507,,128236
"Mount Vernon, OH",Msa,OH,157185,157676,158092,158491,159523,160564,161726,162277,162942,163663,,168322
"Lewiston, ID",Msa,ID,249973,250836,251541,251420,251497,251643,252515,253251,254094,254811,257458,260022
"Shelton, WA",Msa,WA,296123,298082,300455,303044,305686,308195,311577,315650,319813,324258,328963,338013
"Albemarle, NC",Msa,NC,179251,180011,180746,181640,182571,183175,183722,183923,184430,184918,186311,187850
"Enid, OK",Msa,OK,90272,90491,90699,91285,91656,90689,89418,88691,89328,90279,91154,91955
"Jefferson, GA",Msa,GA,233105,233326,234126,236032,237731,239487,241335,243804,245995,248393,250640,252846
"Georgetown, SC",Msa,SC,244217,244817,244935,245332,246015,246642,247254,248070,250564,252679,255123,256899
"Laconia, NH",Msa,NH,272556,274264,275915,277278,278457,279643,280213,282728,285498,291625,297161,303352
"Batavia, NY",Msa,NY,138243,,140623,141265,,141731,142666,142850,142985,143359,144166,145372
"Oxford, NC",Msa,NC,172100,172658,173318,174053,174814,175556,176314,177166,178350,179643,181610,183865
"Columbus, MS",Msa,MS,119801,120002,120272,120307,120578,120891,121430,121368,121248,121386,121815,
"Norwalk, OH",Msa,OH,121778,122005,122155,122040,122176,122533,123146,123376,123799,124289,126034,127580
"Barre, VT",Msa,VT,230157,228579,227065,228809,231398,234654,235342,236673,237993,240386,245664,251773
"Kinston, NC",Msa,NC,92391,92678,93145,93614,93854,93964,94166,94260,94518,94816,95485,96140
"Sterling, IL",Msa,IL,102403,102713,103057,103338,103172,102916,102679,102523,102367,102214,102668,103124
"Palestine, TX",Msa,TX,111594,111445,111293,111282,111337,111387,111439,111444,111553,111783,112571,113301
"Dublin, GA",Msa,GA,108020,108444,108911,109426,109772,110089,110403,110489,110580,110667,111545,112475
"Vicksburg, MS",Msa,MS,132280,131577,131123,130519,130794,130966,131228,130744,130291,129481,129070,129994
"Point Pleasant, WV",Msa,WV,94535,94774,94966,95064,95260,95583,96020,96260,96427,96648,,99008
"Sanford, NC",Msa,NC,149630,150323,151062,151826,152460,153019,153604,153362,153341,153516,154916,156240
"Fergus Falls, MN",Msa,MN,242091,242061,241881,241789,242419,243067,243632,243747,244190,244552,246942,249473
"Tiffin, OH",Msa,OH,111142,111124,111047,111003,111577,112231,112876,112927,112970,113129,,115866
"Fairmont, WV",Msa,WV,110095,110382,110163,109935,109800,110080,110284,110413,110651,111247,112377,113626
"Crossville, TN",Msa,TN,171731,172544,173551,174284,174833,175165,175688,176864,178520,181460,,190131
"Picayune, MS",Msa,MS,141954,141823,141728,141910,142286,142715,143209,143700,144393,145253,146111,147258
"Gloversville, NY",Msa,NY,120346,120114,119845,119844,120149,120506,120794,120832,121352,122224,123809,125450
"Sonora, CA",Msa,CA,,,,,,,,,,,,
"Gaffney, SC",Msa,SC,89334,89914,90555,91251,91867,92410,92937,93036,93152,92635,93239,93803
"Carson City, NV",Msa,NV,333835,337732,341468,342286,341312,340295,340793,341295,346070,350545,358021,362617
"Calhoun, GA",Msa,GA,,147440,148187,149017,149553,150140,150775,151091,151306,151579,152984,154451
"Milledgeville, GA",Msa,GA,133027,133448,133989,134478,134836,135130,135581,135894,136072,136247,137441,138772
"Waycross, GA",Msa,GA,97076,97498,97942,98357,98595,98863,99248,99523,99779,100041,100913,101891
"Oil City, PA",Msa,PA,87112,87249,87475,87663,87884,87767,87733,87418,87378,87360,,89150
"Jasper, IN",Msa,IN,155422,155800,156179,156488,156537,156610,156729,157191,157715,158332,159879,161424
"Morgan City, LA",Msa,LA,121504,122410,122946,122961,122408,121939,121957,121839,121911,122258,122361,122265
"Eagle Pass, TX",Msa,TX,143880,143846,143567,143856,143830,144042,143832,144178,144543,144706,145467,146195
"Ontario, OR",Msa,OR,192948,193915,194945,196004,196988,197959,198958,200092,201466,203058,,207365
"Payson, AZ",Msa,AZ,226614,228613,230053,232193,233809,234743,237204,240362,,255316,262395,265528
"McComb, MS",Msa,MS,105549,105318,105168,104962,105816,106506,107447,107418,107560,107522,107914,108242
"Rochelle, IL",Msa,IL,137585,137795,137996,138186,137870,137503,137194,137239,137328,137462,138328,139221
"Scottsboro, AL",Msa,AL,111198,111388,111315,111457,111946,112659,113067,113267,113834,114385,115513,116465
"Danville, KY",Msa,KY,122779,122953,123263,122829,122116,121241,121069,121604,122176,122901,123772,124844
"Ashland, OH",Msa,OH,144470,144407,144380,144451,145211,146038,146998,147404,147856,148284,150135,152091
"Natchez, MS",Msa,MS,97792,97898,97829,97571,97573,97499,97708,97552,97433,97001,96420,97462
"Greenville, OH",Msa,OH,142340,142590,142960,142410,142358,142375,143280,143639,143865,144132,145768,147568
"Galesburg, IL",Msa,IL,79162,79440,79681,79789,79545,79264,78896,78676,78479,78378,78719,79103
"Warrensburg, MO",Msa,MO,169310,170179,171145,172382,173033,173549,173845,,,,,187682
"Kearney, NE",Msa,NE,,,208006,208771,209169,209613,210088,210163,210196,210204,211708,213194
"Fort Polk South, LA",Msa,LA,148079,148698,148589,148325,147751,147432,147475,147351,147548,148105,148756,148866
"Fort Leonard Wood, MO",Msa,MO,165027,165347,164828,164045,,159462,157766,157693,157267,156783,157037,157633
"Glasgow, KY",Msa,KY,118722,118103,117526,117005,117118,117248,117204,117709,118242,119341,121150,123044
"Athens, TN",Msa,TN,138458,138434,139134,140012,,,141783,141423,142652,143056,144396,145508
"Edwards, CO",Msa,CO,741215,742347,748013,757629,764041,764079,755894,746866,744308,748265,753680,752126
"Fernley, NV",Msa,NV,288899,291018,292492,292514,291682,290649,290423,291672,293900,297078,301112,305054
"Mason City, IA",Msa,IA,122659,122732,122748,122873,122978,123153,123365,123432,123534,123703,124342,124966
"Malone, NY",Msa,NY,115541,,115397,115273,115381,115609,115989,116022,116085,116138,116927,117772
"Winona, MN",Msa,MN,187360,187262,187137,186976,187529,188142,188923,189171,189462,189625,191515,193473
"Durango, CO",Msa,CO,439020,432068,427488,423389,426990,429473,432623,434868,438825,442121,444816,447178
"Platteville, WI",Msa,WI,138789,139017,139102,139058,139012,138973,139047,139114,139232,139447,,142680
"Boone, NC",Msa,NC,270373,271417,272419,273631,272622,273980,,,301160,,310256,314016
"Bartlesville, OK",Msa,OK,121115,121750,122468,123018,123431,123761,123652,123721,124172,125549,126528,127200
"Jacksonville, TX",Msa,TX,129358,129248,129266,129633,130283,130826,131032,131114,131445,132029,133286,134331
"Elko, NV",Msa,NV,305615,304430,303241,302187,302860,303291,303699,302833,302821,304330,307358,309626
"Rexburg, ID",Msa,ID,292241,294315,296141,297894,299380,301205,303089,304450,305781,307050,310712,314643
"St. Marys, GA",Msa,GA,181238,182234,184292,184942,184178,182620,182221,183731,184878,186488,189958,193348
"Ozark, AL",Msa,AL,97830,98014,98245,98648,99245,99760,100411,100789,101152,101238,101576,102008
"Amsterdam, NY",Msa,NY,118349,118549,118825,119059,119428,119719,120082,120182,120333,120634,121650,122718
"Enterprise, AL",Msa,AL,133348,133612,133893,133950,134007,134150,134678,135341,135904,136516,137217,137890
"Paris, TX",Msa,TX,113982,113862,113854,113768,113944,114173,114528,114918,115425,115952,116986,117851
"Kerrville, TX",Msa,TX,298005,297701,297332,297004,296414,295946,295549,296020,,302660,306748,308499
"New Castle, IN",Msa,IN,99436,99550,99693,99860,99996,100132,100349,100746,101267,101838,,104148
"Sidney, OH",Msa,OH,155924,155952,155883,155881,156699,157612,158580,158928,159292,159719,161548,163491
"Cortland, NY",Msa,NY,134162,134228,134294,134350,134562,134709,134827,134740,134691,134715,135644,136591
"Clinton, IA",Msa,IA,164303,164588,164798,,163864,163963,,165151,,,,
"Del Rio, TX",Msa,TX,130650,130482,130283,129998,130005,130084,130323,130395,130616,130739,131261,131729
"Clovis, NM",Msa,NM,150981,151587,152015,152177,152366,152720,153306,153945,154737,155635,156931,158028
"Norfolk, NE",Msa,NE,162705,163170,163816,164454,164735,165040,165427,165734,165908,166183,167676,168984
"Washington, NC",Msa,NC,143375,143942,144480,145228,145562,145904,146302,146445,146661,146971,148176,149280
"Corsicana, TX",Msa,TX,119960,119774,119517,119212,119268,119346,119580,119742,120080,120392,121065,121699
"Freeport, IL",Msa,IL,90312,90908,91268,91648,91542,91528,91606,91792,91966,92192,92802,93551
"Starkville, MS",Msa,MS,177974,177939,178249,178428,178863,179257,179660,179481,179434,180141,181643,182713
"Burlington, IA",Msa,IA,104868,104788,104645,104751,104783,104804,104847,104784,104841,104954,105494,105955
"Cadillac, MI",Msa,MI,126863,126110,125581,125059,125149,125147,125243,125718,126154,126708,128155,128872
"Ardmore, OK",Msa,OK,94658,94809,94928,95061,95133,95170,95333,95648,96119,96951,98401,99734
"Kendallville, IN",Msa,IN,143051,143377,143841,144189,144527,144728,145058,145425,146017,146738,,149990
"Nogales, AZ",Msa,AZ,164187,165138,166133,167127,168316,169474,170692,171311,171980,172566,174211,175938
"Oxford, MS",Msa,MS,201432,201456,201376,201115,201309,201548,201943,202092,202011,201988,202531,203249
"Bogalusa, LA",Msa,LA,105998,106651,107280,107811,107788,107865,108125,108480,108782,109182,109725,110395
"Plymouth, IN",Msa,IN,160161,160433,160750,160914,160931,160999,161246,161701,162205,162827,164479,166161
"Gardnerville Ranchos, NV",Msa,NV,471405,473162,474423,478223,479427,481231,483005,486906,490799,496104,501950,511411
"Tahlequah, OK",Msa,OK,113362,113548,113713,112957,112221,111648,111889,112447,113238,114289,115760,116914
"Madisonville, KY",Msa,KY,90632,90768,90861,,93291,93057,,90779,91257,91658,92322,93013
"Ca?ñon City, CO",Msa,CO,234878,240890,242592,243553,243445,243499,244848,246580,248417,249819,251803,254289
"Ruston, LA",Msa,LA,157235,158023,158479,158849,158552,158570,158513,158583,158724,158810,159606,160526
"Hillsdale, MI",Msa,MI,141170,141204,141188,141179,141152,141113,141233,141778,142578,143451,145551,147589
"Lewistown, PA",Msa,PA,110491,110664,110954,111061,111321,111447,111720,111688,111761,111871,112964,114103
"Rockingham, NC",Msa,NC,75632,75911,76213,76464,76660,76801,77027,77153,77308,77419,78042,78691
"Ponca City, OK",Msa,OK,67041,67134,67241,67273,67404,67493,67593,67726,67906,68276,69013,69810
"Blytheville, AR",Msa,AR,95378,95317,95243,95229,95110,93109,91201,89171,87084,85311,84243,85105
"Red Wing, MN",Msa,MN,236916,237731,240113,242485,246409,249138,250650,251537,253315,255859,258812,262274
"Shawano, WI",Msa,WI,158850,158982,159064,159249,159181,158994,158859,159115,159744,160460,,164186
"Cedar City, UT",Msa,UT,243073,243487,244146,245376,246097,246761,247484,249414,251811,254470,258149,261626
"Bedford, IN",Msa,IN,116602,117008,117390,117786,117930,118097,118278,118830,119480,120178,121550,122816
"Gillette, WY",Msa,WY,277487,277712,277597,277203,276519,275893,274691,274485,274406,274926,275751,276379
"Newport, OR",Msa,OR,312199,312857,313401,314277,315094,316004,317803,321291,326026,330700,336461,342447
"Wapakoneta, OH",Msa,OH,151364,151578,151708,151681,152345,153236,154174,154573,154853,155269,157079,159004
"Huntingdon, PA",Msa,PA,131337,131571,131688,131852,132248,132666,133095,133108,133280,133543,,136195
"Bellefontaine, OH",Msa,OH,148542,148923,149157,149403,150278,151274,152296,152769,153238,153695,,157014
"McAlester, OK",Msa,OK,89798,89969,90073,90096,90158,89598,88925,88431,88783,89425,90563,91549
"Blackfoot, ID",Msa,ID,237566,239073,240617,242357,243908,245404,246807,248006,249354,250772,,257403
"Moultrie, GA",Msa,GA,95393,95712,96092,96505,96830,97045,97267,97059,96954,96904,97688,98354
"Henderson, NC",Msa,NC,90945,91303,91663,92200,92595,92899,93135,93162,93255,93595,94740,95998
"Coldwater, MI",Msa,MI,123038,123481,123923,124173,124224,124443,124870,125605,126273,126941,128459,129989
"Harrison, AR",Msa,AR,124442,125122,125688,126224,,125820,125521,125678,125799,126129,126986,127712
"Rolla, MO",Msa,MO,144494,144903,145441,145787,145855,145859,145915,146089,146284,146862,148224,149584
"Shelbyville, TN",Msa,TN,183942,185306,186658,189148,190212,191648,192017,192883,193772,194357,195442,197597
"Duncan, OK",Msa,OK,90289,90239,90219,90179,90204,90121,89333,88726,88185,88329,88917,89146
"Marion, NC",Msa,NC,134699,134943,135320,135669,136032,136111,136506,136683,137078,137251,137837,138510
"Lewisburg, PA",Msa,PA,192321,192795,193280,193517,194037,194309,194805,194544,194647,194962,,199065
"Pullman, WA",Msa,WA,283549,283949,284028,284589,285467,286635,287757,289219,290742,292417,294693,296730
"Thomasville, GA",Msa,GA,141512,141839,142238,142762,142916,143260,143587,143713,143843,144160,145462,146816
"Bemidji, MN",Msa,MN,181963,181961,181916,181784,182559,183444,184363,184440,184591,184645,186613,188486
"Mount Sterling, KY",Msa,KY,113605,113770,113902,114072,113629,113105,112634,113294,113963,114693,115697,116930
"Ottumwa, IA",Msa,IA,88451,88309,88158,88285,88348,88347,88360,88291,88298,88441,89047,89552
"Pahrump, NV",Msa,NV,249568,250012,250806,251631,253344,254731,256148,258049,259243,261208,262639,265568
"Menomonie, WI",Msa,WI,176309,176636,177017,177319,177421,177617,177880,178339,178845,179473,,183339
"Selma, AL",Msa,AL,57207,57418,57788,58094,58446,58533,58523,58682,58905,59241,59668,59984
"Rock Springs, WY",Msa,WY,234971,235519,236110,236542,236474,236357,236228,236647,237263,238022,239589,240987
"Bucyrus, OH",Msa,OH,86881,86884,86914,86789,86996,87144,87509,87544,87652,87557,88280,89116
"Bradford, PA",Msa,PA,72579,72829,73113,73277,73436,,72674,,71820,71274,71233,71073
"Bardstown, KY",Msa,KY,168173,168609,169049,169067,168403,,,,179095,180289,182107,183386
"Cornelia, GA",Msa,GA,165155,165900,166848,167650,168254,168775,169448,169775,170205,170545,172175,173803
"Burley, ID",Msa,ID,201825,203058,204390,205228,206027,206789,207974,208872,209640,210749,213358,216214
"Greenwood, MS",Msa,MS,85820,85834,85841,86291,86683,87241,87832,87975,88137,88189,87832,87694
"Big Rapids, MI",Msa,MI,132985,133037,133151,133107,133150,133306,133447,134019,134585,135506,,139955
"Poplar Bluff, MO",Msa,MO,113623,114047,113798,113561,113064,113077,113104,113065,113045,112999,113860,114819
"Muscatine, IA",Msa,IA,140907,141223,141487,141121,140732,140349,140522,140489,140485,140527,141252,141967
"Alma, MI",Msa,MI,93879,94067,94173,94056,93982,94052,94351,94923,95531,96149,97256,98360
"Durant, OK",Msa,OK,120942,121148,121280,121364,121662,121961,122318,122713,123343,124036,125276,126492
"Seymour, IN",Msa,IN,145745,146039,146312,146616,147051,147189,147379,147589,148213,148927,150362,151805
"Douglas, GA",Msa,GA,109917,110398,110792,111013,111189,111463,111884,111932,111975,112033,112966,113958
"Willmar, MN",Msa,MN,190156,190188,190086,189847,190329,190825,191345,191319,191506,191597,193038,194535
"Auburn, IN",Msa,IN,148278,148841,150161,151425,152346,152492,152296,152220,153432,154952,157945,160659
"Sedalia, MO",Msa,MO,100708,101336,102099,102625,102733,102952,103229,103842,104877,106290,108199,109929
"Paragould, AR",Msa,AR,112890,113565,114015,114421,,114418,114478,114635,114855,115115,116230,117275
"Wilmington, OH",Msa,OH,137833,138007,138059,138259,139123,140133,141179,141748,142357,142900,144703,146527
"Lawrenceburg, TN",Msa,TN,117235,118533,119821,120878,121174,121346,121677,121945,122368,121929,122170,122539
"Warren, PA",Msa,PA,90971,91239,91651,92172,92665,92458,92197,91694,91745,91908,92843,93759
"El Dorado, AR",Msa,AR,80442,80763,81113,81455,81694,81746,81892,81968,82135,82366,83110,83735
"Mountain Home, AR",Msa,AR,132329,132878,133417,134042,133934,133789,133695,133854,134571,135844,137746,139353
"Cedartown, GA",Msa,GA,,109733,110259,110890,111510,112110,112697,113018,113442,113895,115183,116442
"Port Clinton, OH",Msa,OH,178668,178826,178974,178961,179831,180493,181298,181368,181804,182327,184358,186353
"El Campo, TX",Msa,TX,149117,148741,148620,148622,149028,149269,149593,149741,150151,150575,151527,152366
"Montrose, CO",Msa,CO,285950,286695,287590,288763,289344,290075,290903,292045,293252,295229,297258,300478
"Ellensburg, WA",Msa,WA,341178,342132,343112,343626,344938,346316,348232,350330,353153,355688,359751,366836
"Jacksonville, IL",Msa,IL,98052,98309,98545,98795,98581,98279,97945,97828,97921,97703,97945,98046
"Sandpoint, ID",Msa,ID,378588,381045,383626,387676,391982,395944,398568,401099,404170,407490,413836,420233
"Alice, TX",Msa,TX,101402,101095,100877,100816,100979,100850,100900,100823,101402,102158,103335,103964
"Celina, OH",Msa,OH,163706,164039,164217,164345,165100,166031,167067,167446,167834,168243,,172340
"Garden City, KS",Msa,KS,167736,167956,168236,168695,169077,169425,169783,170407,171010,171810,,175267
"Marshalltown, IA",Msa,IA,112975,112716,112411,112381,112339,112357,112483,112561,112651,112707,113211,113656
"Aberdeen, SD",Msa,SD,174357,174748,175206,175955,175862,175714,175542,175704,175718,175889,176603,177387
"West Plains, MO",Msa,MO,124523,124361,124177,124690,124947,125197,125378,125495,125826,126524,127988,129322
"Cullowhee, NC",Msa,NC,251998,252654,253630,254757,255980,257033,258329,259170,260058,260821,262766,
"Espa?ñola, NM",Msa,NM,174856,175065,174838,174717,174288,174080,173809,174474,175299,176973,179258,181603
"Riverton, WY",Msa,WY,220995,221170,221339,221838,222053,222294,222469,222960,223573,224184,225732,227138
"Tifton, GA",Msa,GA,138656,139021,139392,139871,140172,140415,140733,140700,140814,140713,141649,142631
"Urbana, OH",Msa,OH,144057,144263,144390,144449,145143,145935,146722,146952,147155,147363,148980,150704
"Cambridge, OH",Msa,OH,108021,,107824,107786,108546,109121,109893,109915,110114,110187,111533,112935
"Okeechobee, FL",Msa,FL,201273,201485,201874,202294,203671,204884,206296,206891,207166,208316,,214642
"McMinnville, TN",Msa,TN,120128,122241,124330,127416,129553,131448,132046,133475,135142,136054,136437,137340
"Selinsgrove, PA",Msa,PA,172968,173039,173103,173312,173918,174796,175675,175693,175716,176389,178562,180670
"Natchitoches, LA",Msa,LA,167758,169621,171408,173013,172989,172925,172973,172440,171819,171730,172478,173360
"Berlin, NH",Msa,NH,125961,126586,127140,127643,127697,127779,128048,128541,129114,130028,131573,133141
"Lock Haven, PA",Msa,PA,143598,143896,144025,144279,144821,145290,145711,145616,145618,145849,,149253
"Sikeston, MO",Msa,MO,109390,109850,109507,109186,108667,108844,109007,109138,109291,109433,110126,110753
"Austin, MN",Msa,MN,133637,134272,135287,135212,134924,134851,135960,137937,139593,140681,141562,143650
"Clewiston, FL",Msa,FL,137864,138185,138036,138001,138526,139427,140350,140651,141078,141504,142397,143562
"Pittsburg, KS",Msa,KS,85281,85281,85325,85341,85401,85465,85686,86063,86088,86104,86555,87365
"Defiance, OH",Msa,OH,124558,124584,124397,124315,124704,125271,125846,126037,126285,126531,128019,129524
"Scottsbluff, NE",Msa,NE,,140997,141194,141501,141731,141884,142046,141959,141972,142060,142969,143844
"Logansport, IN",Msa,IN,89136,89335,89423,89421,89568,89689,89917,90170,90638,91152,92164,93071
"Pontiac, IL",Msa,IL,108121,108296,108526,108731,108476,108299,108057,108112,108010,108027,108472,109006
"Hannibal, MO",Msa,MO,127392,127690,,126492,125722,125846,125878,126068,126322,126721,127943,129165
"Mount Vernon, IL",Msa,IL,99966,99908,100140,100490,100465,100147,99700,99571,,101871,103094,103148
"Houghton, MI",Msa,MI,131894,131666,131546,131669,131930,131344,130839,130165,130312,130634,132120,133679
"Union City, TN",Msa,TN,84345,84601,84877,85138,85435,85605,85632,85556,85562,85585,85793,86018
"Sault Ste. Marie, MI",Msa,MI,109933,109938,109917,110075,110325,111482,112728,114378,116743,119442,122665,124340
"Vincennes, IN",Msa,IN,93735,93970,94181,94262,94419,94361,94374,94446,94765,95066,95942,96843
"Gainesville, TX",Msa,TX,187269,187384,187514,187575,188112,188639,189160,189572,190231,191486,193756,195655
"Dyersburg, TN",Msa,TN,102260,102655,103067,103569,103941,104206,104424,104479,104545,,104161,104249
"Kill Devil Hills, NC",Msa,NC,348499,349065,349877,350777,351167,351344,351861,354589,357849,362827,367784,
"Crawfordsville, IN",Msa,IN,135658,135979,136279,136552,136987,137458,138008,138533,138995,139504,,142250
"Brownwood, TX",Msa,TX,118317,118210,118119,118007,118261,118517,118788,118906,119184,119465,120399,121190
"Stephenville, TX",Msa,TX,174293,174205,173993,173633,173752,173842,174178,174141,174383,174761,176023,177087
"Americus, GA",Msa,GA,88326,88467,88622,88842,88897,88904,88975,88933,88911,88980,89667,90416
"Easton, MD",Msa,MD,313717,313185,312238,310648,310086,308640,309866,311655,314871,319596,322775,328915
"North Platte, NE",Msa,NE,154849,155233,155582,155812,155871,155880,156043,155995,156063,156177,157268,158260
"Newberry, SC",Msa,SC,142473,143049,143462,143713,144078,144339,144619,144308,144097,143412,143718,144086
"Ada, OK",Msa,OK,104450,104595,104711,104721,103811,102949,102410,103250,104165,105089,106220,107218
"Moscow, ID",Msa,ID,332521,335029,337616,339383,340815,341918,343450,344870,346420,348438,353166,358014
"Safford, AZ",Msa,AZ,180216,181366,182593,183807,185093,186379,187575,188253,188867,189419,190960,192716
"Murray, KY",Msa,KY,137268,137027,136790,136590,136453,135957,135485,135811,136569,137418,138610,138696
"Bennington, VT",Msa,VT,237282,237395,237197,236778,237553,238718,240206,240313,241219,242728,246169,248865
"Huntington, IN",Msa,IN,122107,122312,122549,122681,123019,123377,123610,123802,123964,124356,,126780
"Mayfield, KY",Msa,KY,101952,102031,102079,102211,,,,,97131,97704,98296,98985
"Escanaba, MI",Msa,MI,109341,109226,109297,109534,109823,109826,109862,110275,110655,111102,112344,113736
"Canton, IL",Msa,IL,75438,75452,75503,75613,75349,75099,74866,74817,74793,74810,75273,75819
"Corinth, MS",Msa,MS,103004,102934,102955,102846,103216,103612,104069,104055,104071,103850,104046,104273
"Astoria, OR",Msa,OR,369044,369800,370343,370911,371239,371534,372055,374098,376542,379182,382077,
"Peru, IN",Msa,IN,89482,89644,89812,89923,90242,90426,90630,90716,91093,91523,92569,93569
"Coshocton, OH",Msa,OH,115384,115442,115381,115418,115938,116632,117382,117675,117960,118174,119383,120594
"Newton, IA",Msa,IA,131377,131212,130982,130991,131040,131165,131383,131413,131635,132050,133044,133788
"Logan, WV",Msa,WV,86482,86322,86251,86200,86433,86302,86941,87318,87606,87693,88046,88784
"Bay City, TX",Msa,TX,156770,156843,156941,157026,157281,157405,157485,157593,157895,158389,159589,160695
"Fremont, NE",Msa,NE,,149333,149879,150407,150750,151118,151542,151824,152088,152433,153684,154980
"Hutchinson, MN",Msa,MN,201172,202676,203489,204214,204655,205102,205977,206819,207846,208248,209864,211747
"Batesville, AR",Msa,AR,98578,99144,99722,100404,100591,100695,100745,100889,101053,101214,102010,102311
"Owatonna, MN",Msa,MN,209311,209190,209087,208981,209728,210476,211405,211699,212725,212313,211195,209403
"Vidalia, GA",Msa,GA,111179,111463,112027,112518,112631,112654,112887,113046,113389,113392,114026,114572
"Summit Park, UT",Msa,UT,803914,807247,812783,818506,821075,820250,824525,829490,835684,844412,859482,875941
"Arkansas City-Winfield, KS",Msa,KS,81493,81539,81803,82031,82464,82833,83109,83290,83472,83738,84340,84919
"Laramie, WY",Msa,WY,252505,252735,252972,253517,253656,253875,254244,255425,256666,258087,260142,262026
"Plainview, TX",Msa,TX,83333,83126,82946,,81757,81171,81190,81179,81324,81615,82199,82649
"Big Spring, TX",Msa,TX,133832,133534,133186,133336,133752,134183,134224,134353,135002,135820,137630,139199
"Laurinburg, NC",Msa,NC,77144,77319,77513,77881,78195,78415,78588,78526,78549,78533,78983,79503
"Dixon, IL",Msa,IL,100816,100921,101031,101101,100782,100112,99563,99305,99469,99936,101349,102599
"Alexandria, MN",Msa,MN,236288,236125,235895,235614,236510,237570,238829,239237,240259,242075,244363,246077
"Newport, TN",Msa,TN,116594,,119963,121581,121906,122480,123024,123314,123662,122463,121818,121049
"DeRidder, LA",Msa,LA,121724,122490,122767,123070,122816,122628,122545,122563,122812,,120013,118738
"Lebanon, MO",Msa,MO,133129,133680,,132948,132305,132679,132976,133141,133276,133550,134457,135388
"Coffeyville, KS",Msa,KS,60591,60359,60330,60434,60645,60701,60846,61070,60970,60813,60780,61245
"Seneca Falls, NY",Msa,NY,125666,125826,126007,126110,126581,126991,127482,127474,127446,127494,128452,129475
"Sulphur Springs, TX",Msa,TX,,,,,,,,,,,,
"Martin, TN",Msa,TN,98790,99152,99715,100316,100736,100859,100907,100860,100958,100878,101251,101729
"Susanville, CA",Msa,CA,175465,175669,176357,176946,177298,177266,177812,178543,179225,180143,181629,183322
"Brookhaven, MS",Msa,MS,122524,123307,123264,123238,123467,123254,123158,122468,122265,121716,121499,121880
"Arcadia, FL",Msa,FL,140974,141472,141963,142488,143457,144394,145429,145761,146227,146693,147843,148999
"Taylorville, IL",Msa,IL,87364,87593,87821,88037,87883,87717,87525,87456,87412,87241,87460,87664
"Decatur, IN",Msa,IN,148413,148726,149076,149390,149839,150337,150866,151330,151816,152258,153598,154961
"Junction City, KS",Msa,KS,147724,148070,148399,148561,148732,148939,149132,149541,149613,149741,150598,151807
"Effingham, IL",Msa,IL,151979,152272,152459,152776,152684,152655,152546,152559,152576,152677,153740,154922
"Valley, AL",Msa,AL,71516,71734,71772,71689,71682,71802,72115,72499,73081,73476,73974,74337
"Butte, MT",Msa,MT,148025,148378,148758,148967,149825,150687,151557,151476,151569,151664,,155582
"Angola, IN",Msa,IN,182567,182778,183029,183285,183772,183843,184033,184188,184872,185706,187698,189671
"Dodge City, KS",Msa,KS,114430,114477,114556,114537,114587,114783,115225,115966,116356,117450,119024,120881
"Brenham, TX",Msa,TX,243180,243114,242881,242558,243012,243318,243784,243997,244520,245215,247020,248713
"Emporia, KS",Msa,KS,110047,110113,110160,110202,110146,110110,110259,110828,111496,112129,113217,114157
"Jackson, OH",Msa,OH,82647,82731,82894,82998,83444,83848,84294,84507,84532,84795,85840,87145
"Frankfort, IN",Msa,IN,115758,116144,116440,116776,117243,117791,118245,118614,118997,119485,120671,121916
"Brevard, NC",Msa,NC,254509,255606,256703,257617,258219,258907,259716,260119,260691,261565,263854,266142
"Taos, NM",Msa,NM,270088,271974,273019,274631,275139,276502,278022,279396,281961,285060,292180,298092
"Malvern, AR",Msa,AR,99659,100146,100530,101028,101002,100929,100815,100900,101125,101207,102039,101840
"Troy, AL",Msa,AL,121623,121798,121528,121402,121605,121747,121829,121857,122167,122587,123197,123818
"Wabash, IN",Msa,IN,115727,116017,116245,116438,116764,117145,117400,117539,117769,118115,,120221
"Cambridge, MD",Msa,MD,153833,153901,154053,154223,154152,154351,154592,155069,155556,155940,157267,158571
"Macomb, IL",Msa,IL,77742,77822,77924,78164,78077,78008,77807,77618,77398,77142,77507,77828
"Vernal, UT",Msa,UT,231303,231890,232851,233976,234091,233477,232838,233161,233589,233969,235195,236670
"Kingsville, TX",Msa,TX,107926,107765,107848,107964,108536,108863,109197,109234,108981,108598,108916,109570
"Madison, IN",Msa,IN,133376,133778,133917,134129,134546,134804,135155,135488,136132,136829,138308,140130
"Mount Pleasant, TX",Msa,TX,133760,133623,133361,133058,133086,133297,133687,133902,134476,134737,135471,135853
"Paris, TN",Msa,TN,120439,121116,121924,122736,123222,123545,123751,123798,123949,123985,124521,125194
