RegionName,RegionType,StateName,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019
"Roanoke, VA",Msa,VA,176339,177411,178568,179523,180551,181131,181787,182484,183271,184111,184343,184589
"Green Bay, WI",Msa,WI,176813,177679,178800,179600,180253,181141,181905,182690,182742,183078,183427,184444
"Lincoln, NE",Msa,NE,199318,200079,201262,202659,203700,204436,204476,204366,204267,204664,205458,205985
"Fort Collins, CO",Msa,CO,409241,411565,413166,413383,412718,411336,411673,411766,412970,412885,414131,415874
"Utica, NY",Msa,NY,131781,132332,133272,133492,133715,133820,134454,135039,135573,136160,136961,137916
"Columbus, GA",Msa,GA,122658,122995,123519,124151,124268,124515,124775,125264,125585,126114,126747,127342
"Boulder, CO",Msa,CO,567922,570084,572606,575035,576682,577123,576694,576770,576844,575706,575725,577788
"Lubbock, TX",Msa,TX,157605,158089,158373,158895,158954,159101,159569,160105,160708,,152703,149015
"Erie, PA",Msa,PA,128902,129161,129389,129839,130183,130526,130738,130973,131212,131587,131983,132383
"Fort Smith, AR",Msa,AR,108981,109340,109564,109818,110126,110435,110648,110923,111377,111928,112535,113042
"Duluth, MN",Msa,MN,161252,161932,163146,164239,165649,166519,167378,168213,169023,169646,170431,171277
"Atlantic City, NJ",Msa,NJ,195494,197562,199441,200609,201599,201985,202563,202896,203632,203728,203381,203548
"New London, CT",Msa,CT,245962,246827,248169,249488,249801,250181,250853,250780,250997,250690,250502,250453
"San Luis Obispo, CA",Msa,CA,626401,625273,626937,629094,634121,633331,629035,628435,631053,635017,634894,634503
"Gainesville, FL",Msa,FL,192590,193651,193759,194703,195322,196122,196715,197704,199121,200028,200390,201106
"Santa Cruz, CA",Msa,CA,880784,885072,882867,886989,882768,882338,878573,872886,871064,871832,871822,870510
"Clarksville, TN",Msa,TN,169805,170438,170787,171126,171513,171883,172362,172720,173387,174013,174948,175681
"Cedar Rapids, IA",Msa,IA,158051,158803,159539,160228,160218,160347,160433,160742,160921,161062,161547,162021
"Merced, CA",Msa,CA,275807,275493,275284,276816,278384,279654,279510,279659,279335,279483,279149,279284
"Wilmington, NC",Msa,NC,251405,251794,252089,253249,254127,255660,256745,258195,259384,260421,261496,263174
"Kennewick, WA",Msa,WA,283304,287685,291784,295574,299830,302631,304654,306455,307710,308619,308556,310257
"Greeley, CO",Msa,CO,377204,379034,379938,380237,379342,379679,379942,381323,382469,383337,384208,384364
"Waco, TX",Msa,TX,158871,159854,160507,160778,161504,161961,162600,162852,164104,164569,164890,165238
"Olympia, WA",Msa,WA,323745,324900,326118,326384,328459,330330,332274,332864,333779,335560,338888,342372
"Amarillo, TX",Msa,TX,143495,143883,144065,144067,144195,144338,144751,145147,145774,146102,146402,146644
"Binghamton, NY",Msa,NY,119978,119519,119853,120469,120618,120452,120188,119810,119712,119663,119865,120038
"Hagerstown, WV",Msa,MD,196323,197098,197940,198367,198467,199197,199790,200066,199672,199145,199086,199717
"Bremerton, WA",Msa,WA,370982,375943,379300,381048,380786,380889,381781,380954,382578,384834,389506,391925
"Laredo, TX",Msa,TX,151437,151686,152168,152361,152669,,,,,169510,167564,164926
"Lynchburg, VA",Msa,VA,178844,179357,180210,181131,181946,182786,183404,183824,183998,184063,184023,184418
"Yakima, WA",Msa,WA,216842,217769,218680,219663,221639,223799,226079,228990,231042,232425,234589,237340
"Crestview-Fort Walton Beach-Destin, FL",Msa,FL,268340,269104,269483,272035,273571,274918,275597,276335,277539,279040,281022,282903
"Topeka, KS",Msa,KS,126746,127535,128518,129283,129926,129610,129538,129886,131103,132024,132377,132867
"Macon-Bibb County, GA",Msa,GA,104960,105552,106249,106681,107141,107717,108376,109087,109558,110207,110247,110386
"Champaign-Urbana, IL",Msa,IL,143125,144390,145270,145431,144996,144967,145089,144914,144836,144593,144971,145391
"Tuscaloosa, AL",Msa,AL,161257,162323,163256,163666,164292,164427,165187,165874,166770,167414,168013,168425
"College Station, TX",Msa,TX,217368,217726,218089,218447,219055,219472,219814,220196,220941,,,
"Sioux Falls, SD",Msa,SD,221421,222053,222444,222883,223516,224135,224657,225023,225441,226034,226517,227366
"Charleston, WV",Msa,WV,100704,101035,100970,100709,100519,100424,100269,100073,99851,99870,99639,99512
"Appleton, WI",Msa,WI,184462,184738,185517,186658,187517,188184,188656,189619,190318,191269,192313,193783
"Chico, CA",Msa,CA,307018,316026,322136,326332,329349,332779,335930,337947,339303,340773,342832,343046
"Charlottesville, VA",Msa,VA,305150,306112,307010,308256,309408,310945,312200,313430,314741,315979,315955,315683
"Claremont, NH",Msa,NH,216069,216535,216984,217818,218884,220005,221119,222264,223331,224146,224638,225134
"Barnstable Town, MA",Msa,MA,437973,436360,436295,437540,441799,444056,443475,441579,440080,438474,437447,436831
"Longview, TX",Msa,TX,160990,162060,164024,165993,166875,166540,166189,165534,164645,163433,163463,164087
"Burlington, VT",Msa,VT,303007,304196,305637,306615,307340,308070,309223,310860,312227,312869,313198,313676
"Prescott, AZ",Msa,AZ,305679,306688,307297,308242,309503,311313,312760,313606,314087,314119,314304,314689
"Springfield, IL",Msa,IL,135754,135930,136002,136059,136233,136175,136189,136092,136415,136663,136902,136858
"Tyler, TX",Msa,TX,175650,175981,177025,178460,181325,182548,184562,185446,187624,,181983,179364
"Las Cruces, NM",Msa,NM,191352,191841,191332,190424,190609,191140,191880,191808,191613,188277,184591,180486
"Fargo, ND",Msa,ND,229787,230663,230782,230283,229494,229435,229879,230410,230877,231425,231938,232550
"Houma, LA",Msa,LA,156632,157181,157483,157850,158358,159042,159297,159422,159577,,,
"Rochester, MN",Msa,MN,230474,231315,232002,232735,233347,234093,235221,236608,238102,239533,240189,240773
"Florence, SC",Msa,SC,121619,121982,122209,122519,122759,122969,123067,123123,123393,123907,124263,124604
"Medford, OR",Msa,OR,318112,319605,319737,318721,317705,317377,317005,316494,315646,316136,317307,320160
"Lafayette-West Lafayette, IN",Msa,IN,160716,161137,161623,162767,164010,165234,165616,166440,167368,168529,169593,170687
"Bellingham, WA",Msa,WA,401075,404711,408587,410269,411079,411907,413056,414238,416294,417836,420345,423770
"Lake Havasu City, AZ",Msa,AZ,222350,224200,225434,226021,226593,227714,229648,231045,232004,232937,233525,235086
"Saginaw, MI",Msa,MI,94164,95015,95731,96442,96902,97765,98249,98958,99441,100352,101090,101016
"Lake Charles, LA",Msa,LA,195861,194995,193853,193965,195113,196637,197332,197734,197624,197495,197160,196853
"Johnson City, TN",Msa,TN,148242,148578,148978,149572,150133,150562,150846,151262,151598,151940,152227,152827
"Elkhart, IN",Msa,IN,160796,161789,162446,162867,162698,163013,163107,164274,165192,166386,167113,166993
"Yuma, AZ",Msa,AZ,157759,158233,159487,161125,161573,161761,161601,161940,162111,162218,163155,165466
"Racine, WI",Msa,WI,160140,161661,163109,164283,164661,164389,164397,165063,165843,166402,166723,166823
"Athens, GA",Msa,GA,202002,202981,204602,205853,207276,208348,209245,209943,211637,213871,214829,215419
"Torrington, CT",Msa,CT,241589,240879,241936,243613,245481,245704,245646,245925,246367,246733,246795,247218
"St. Cloud, MN",Msa,MN,212244,211913,211512,211980,213591,215514,217091,218061,218854,218713,218259,217384
"Hilton Head Island, SC",Msa,SC,313126,312983,313607,315201,316363,316457,316398,316317,316555,316698,317372,318177
"Bloomington, IL",Msa,IL,152631,152552,152341,152029,152042,152031,152229,152310,152776,153250,153817,154080
"Hilo, HI",Msa,HI,367993,371616,376316,376978,377659,377546,379875,382779,384959,385861,385371,385226
"Panama City, FL",Msa,FL,223092,222158,221182,221849,222122,222398,223279,224224,225373,226098,227710,229537
"Kingston, NY",Msa,NY,232153,233148,234605,236848,238449,238505,238696,239679,241514,242603,242697,242695
"Daphne, AL",Msa,AL,215446,216437,217408,218137,218852,219629,220071,220527,220494,220952,221852,223740
"Gainesville, GA",Msa,GA,231620,233058,233193,233659,233288,233841,234374,235624,236528,237228,237382,237625
"Warner Robins, GA",Msa,GA,142104,142728,143340,143921,144312,144643,145036,145681,146404,147080,147380,147691
"Blacksburg, VA",Msa,VA,188280,189361,190478,191707,192985,194256,195605,196922,198325,199054,,
"Jacksonville, NC",Msa,NC,161902,163409,164583,165865,167018,168352,169534,170342,171238,172347,173614,174326
"Redding, CA",Msa,CA,271689,273243,273803,275070,277245,280595,282105,282209,282406,282815,283285,283831
"Monroe, LA",Msa,LA,136451,136386,136948,137334,137630,137629,137726,137594,137374,136926,136781,137028
"Joplin, MO",Msa,MO,126825,127603,128371,129273,129934,130463,130908,131187,131533,132916,,132242
"El Centro, CA",Msa,CA,216400,215618,215571,216880,217991,219341,220038,220002,218290,217716,218168,220526
"Terre Haute, IN",Msa,IN,94363,94797,95279,95730,96108,96410,96741,97116,,,96055,
"Muskegon, MI",Msa,MI,137316,138941,140027,141118,141742,142056,141914,142069,142384,143176,143948,145152
"East Stroudsburg, PA",Msa,PA,163987,164607,165431,166840,168256,169440,170398,171121,172008,172716,173726,174448
"Sioux City, IA",Msa,IA,142645,143418,144154,145014,145626,146322,147027,147869,,145030,143249,143550
"Greenville, NC",Msa,NC,139000,139638,140063,140649,141030,141748,142349,143083,143610,144102,144684,145267
"Waterloo, IA",Msa,IA,140400,140811,141119,141510,141875,142254,142649,142876,143006,143026,143190,143340
"Oshkosh, WI",Msa,WI,147916,148279,148938,149425,150119,150826,151816,152920,154039,155600,156671,157839
"Yuba City, CA",Msa,CA,293463,294661,295285,295926,297527,299601,301332,302908,304980,306767,307860,307915
"Abilene, TX",Msa,TX,133718,133973,134329,134828,135280,135515,135732,136749,137796,138461,137429,136506
"Columbia, MO",Msa,MO,192904,193732,194432,194908,195064,195114,195156,195359,196090,197180,198573,199643
"Dover, DE",Msa,DE,223787,223928,224140,224145,225217,226539,227578,228666,229431,229943,230075,230644
"Eau Claire, WI",Msa,WI,180055,180376,181130,181829,182340,183080,183718,185376,186511,187934,189200,190641
"Janesville, WI",Msa,WI,144092,145192,145119,146009,146872,149017,149806,150012,149973,150588,151724,152692
"Jackson, MI",Msa,MI,146062,146579,147772,148128,148471,148677,148956,149265,149596,149846,150207,150096
"Punta Gorda, FL",Msa,FL,223919,226266,227481,228482,228111,227666,227767,227870,227772,227509,227823,228064
"Bloomington, IN",Msa,IN,194607,195522,196913,198526,199787,201110,202114,203152,204129,205304,206373,207580
"Pueblo, CO",Msa,CO,184687,186341,187594,188932,190167,191740,192970,193448,194035,194734,196177,197329
"Billings, MT",Msa,MT,259118,260656,262650,262715,261987,261670,260446,262036,261619,261763,260867,262259
"Bowling Green, KY",Msa,KY,163585,164589,165172,166154,166864,167616,168253,168720,169488,170205,170779,171121
"Bend, OR",Msa,OR,418870,418321,421436,420969,421519,420593,421299,423913,425852,428030,429967,432493
"Albany, GA",Msa,GA,110077,110522,110978,111366,111750,112159,112615,112984,113235,113397,,
"Vineland, NJ",Msa,NJ,140533,140006,139539,140195,140423,140392,139599,139103,138161,137987,137669,138987
"Niles, MI",Msa,MI,174045,175520,177434,178682,180112,181815,183537,184276,185149,185681,186295,186487
