RegionName,RegionType,StateName,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019
"Kahului, HI",Msa,HI,698601,697496,698414,700130,707390,713375,718204,718235,719965,718984,718268,715793
"Ottawa, IL",Msa,IL,114161,114442,114654,115091,115529,116031,116415,,113945,112460,113024,113896
"State College, PA",Msa,PA,246818,248544,249462,249447,249236,249431,250227,251270,251709,252258,252434,252685
"Bangor, ME",Msa,ME,155360,155819,155441,155682,155928,156495,157094,157034,157530,158688,159744,160295
"Alexandria, LA",Msa,LA,159003,158097,158291,157991,157503,157224,157213,157119,157028,156053,155545,155162
"Decatur, AL",Msa,AL,129420,130199,130876,131841,132548,133231,133499,133897,134452,135141,135834,136150
"Hanford, CA",Msa,CA,231055,231640,231422,231384,232033,232622,231943,231168,230831,231548,232915,235508
"Iowa City, IA",Msa,IA,225919,226292,226502,226591,226717,226843,226954,227344,227614,228190,228845,229810
"Rocky Mount, NC",Msa,NC,110423,111195,111804,112297,112726,113077,113398,113630,113902,114059,114701,115382
"Monroe, MI",Msa,MI,173508,176155,178454,180604,180807,179874,178449,178240,178752,178569,178619,178318
"Wichita Falls, TX",Msa,TX,106966,107266,107575,107911,108325,108573,108807,109000,109326,,,
"Burlington, NC",Msa,NC,157651,158002,158923,160234,161730,162795,164042,164938,165751,166849,167943,168790
"Madera, CA",Msa,CA,276961,277189,276954,276637,277536,279087,279817,280519,281874,283437,285361,287747
"Jefferson City, MO",Msa,MO,157980,158985,159828,160581,160849,161003,160848,160748,160613,160640,161173,161714
"Chambersburg, PA",Msa,PA,181516,182238,182441,183815,184583,185335,185666,185369,185522,184967,184831,185016
"Texarkana, TX",Msa,TX,106492,106664,106955,107419,108018,108504,108827,109093,109478,,,
"Elizabethtown, KY",Msa,KY,149307,149953,150536,151150,151903,152493,153192,153778,154460,155370,155724,156353
"Pottsville, PA",Msa,PA,79532,79764,79803,79688,79687,79913,80297,81669,83025,84365,84770,85032
"Wheeling, OH",Msa,OH,97007,97586,98143,98899,99664,100317,100779,101125,101483,101767,101703,101658
"Florence, AL",Msa,AL,116923,117406,117827,118173,118239,118183,118001,118119,118344,118688,119183,119851
"Grand Junction, CO",Msa,CO,257529,258184,259198,259825,261402,262101,263101,263835,266230,267693,269506,270369
"Concord, NH",Msa,NH,262653,263733,264975,264972,265374,265628,266626,266892,267102,267261,268201,269246
"Dothan, AL",Msa,AL,119195,119415,119613,119938,120219,120380,120634,120735,120845,121086,121408,122000
"Santa Fe, NM",Msa,NM,358255,363253,366477,368384,371718,375909,378168,379507,380663,383029,384677,385497
"Johnstown, PA",Msa,PA,74547,74569,74631,74859,75376,76238,78485,80578,82301,82450,82389,80463
"Traverse City, MI",Msa,MI,238169,239306,240264,241021,240778,240781,240879,241583,242546,243066,243979,245233
"Hattiesburg, MS",Msa,MS,141644,142212,142775,143473,144027,144539,144795,145104,145288,145658,146305,146942
"Dalton, GA",Msa,GA,137247,138006,138871,139635,140429,141200,142015,142838,143502,144261,144221,144007
"Midland, TX",Msa,TX,269674,271899,273012,273494,274079,275023,275954,275983,276160,276212,275676,274084
"Homosassa Springs, FL",Msa,FL,161193,162150,162272,162456,162965,163992,164332,164039,163676,164034,165411,166263
"Auburn, AL",Msa,AL,196801,196983,196944,198090,199051,199975,200709,201354,202162,203122,203659,203733
"Valdosta, GA",Msa,GA,124480,125032,125399,125738,126046,126534,126865,127300,127716,128265,128304,128485
"Coeur d'Alene, ID",Msa,ID,326924,329019,332866,336723,340551,342531,341748,342684,345357,349711,352704,355675
"Springfield, OH",Msa,OH,115857,116232,116673,117163,117858,118702,119555,120481,121116,121285,120762,120750
"St. George, UT",Msa,UT,329009,329615,330314,331488,332645,333786,334854,336111,337178,337413,338228,339754
"Vero Beach, FL",Msa,FL,233619,232280,232107,232512,233488,233364,232655,232267,232494,233203,233299,233048
"Odessa, TX",Msa,TX,188442,189369,190250,191329,192423,193652,195017,196412,197801,198845,199570,200330
"Napa, CA",Msa,CA,711530,714571,714340,712060,712011,709416,704901,698973,698504,700921,703068,702538
"Tupelo, MS",Msa,MS,119387,119924,120439,120958,121304,121639,121949,122247,122521,122591,122790,122960
"Battle Creek, MI",Msa,MI,116148,116446,116760,117133,117788,118309,118749,119204,120120,121394,122279,123040
"Jamestown, NY",Msa,NY,94982,95700,96511,97467,98290,99505,100710,101554,101755,101762,101926,102675
"Eureka, CA",Msa,CA,327012,327340,326906,327624,328211,329008,327446,327366,327404,328848,329689,330113
"Rapid City, SD",Msa,SD,220652,221604,222740,223926,225099,225933,226729,227517,228200,228726,229162,229823
"Flagstaff, AZ",Msa,AZ,365204,367041,367654,366211,366740,367994,371267,372717,373415,373016,373592,375182
"Lumberton, NC",Msa,NC,76680,76712,76769,76969,77167,77397,77605,77895,78162,78336,78361,78266
"Wausau, WI",Msa,WI,163479,164207,165257,166322,167415,168268,169060,169821,170815,171849,172502,172871
"La Crosse, WI",Msa,WI,193282,194468,195988,197268,198025,198505,199234,199805,200591,201093,201594,202159
"Lebanon, PA",Msa,PA,184209,184533,184790,185589,186018,186735,187438,188258,189226,189854,190337,190528
"Idaho Falls, ID",Msa,ID,225230,227833,230392,232525,234618,236750,238972,241615,244150,246479,247995,249565
"Sierra Vista, AZ",Msa,AZ,149923,151325,152448,153664,154796,156181,157781,159216,160141,160751,161526,162546
"Pittsfield, MA",Msa,MA,233410,234361,235192,236217,238802,241114,242019,240127,238624,238169,238665,239861
"Lawton, OK",Msa,OK,94401,94683,94901,95091,95376,95591,95896,96043,96201,96222,96533,96810
"Farmington, NM",Msa,NM,123461,124086,125122,125741,126033,126382,127171,127886,128407,133010,137378,141835
"Jackson, TN",Msa,TN,115240,114791,115116,115535,116315,116665,116644,116792,117220,118238,119271,120321
"Morgantown, WV",Msa,WV,161722,162228,162712,163404,164052,164641,165080,165449,165813,166276,166203,166043
"Glens Falls, NY",Msa,NY,187561,188409,189092,189626,189950,190330,190332,190583,190662,190825,190958,191487
"Winchester, VA",Msa,VA,240715,241593,242040,242442,243256,244272,245411,246299,247359,247977,247970,247389
"St. Joseph, MO",Msa,MO,115997,116307,116647,117085,117504,117832,118148,117975,118437,119093,121230,121969
"Altoona, PA",Msa,PA,115692,115229,114366,114762,115823,117520,118780,118962,119298,118985,119386,119189
"New Bern, NC",Msa,NC,154314,155419,156511,157260,158022,158991,159857,160438,160614,160952,161445,161929
"Carbondale, IL",Msa,IL,99579,99832,100327,100973,101573,101904,102161,102491,102930,103140,102940,102813
"London, KY",Msa,KY,,99148,,100342,100907,101589,102238,102934,103584,104202,104561,104681
"Logan, ID",Msa,UT,271702,272975,274255,276269,279245,282236,284420,285552,286404,288122,289503,290766
"Harrisonburg, VA",Msa,VA,215835,216944,218111,219314,220356,221457,222545,223907,225202,226450,,225609
"Beckley, WV",Msa,WV,79796,79923,80181,80486,80786,80982,81163,81379,81559,81623,81474,81325
"Mansfield, OH",Msa,OH,111131,111834,112560,113279,113987,115145,116412,116284,116269,116675,118048,119279
"Weirton, OH",Msa,OH,82941,83394,83754,84211,84660,85134,85463,85790,86191,86664,87023,87243
"Goldsboro, NC",Msa,NC,130057,130328,131051,131673,131858,131610,131360,131419,131691,132027,132328,132783
"Augusta, ME",Msa,ME,168441,168940,168981,169238,169137,169551,169735,170415,171726,172506,173565,174535
"Hammond, LA",Msa,LA,159878,159931,159798,160072,160259,159886,159838,160232,157728,155345,156831,
"Jonesboro, AR",Msa,AR,127664,128083,128301,128812,129328,130018,130547,131188,131675,132314,133009,133847
"Sherman, TX",Msa,TX,174283,175650,177109,178325,179160,179361,179228,179466,181538,181791,181440,179446
"Anniston, AL",Msa,AL,100381,100819,101458,101903,102366,102599,103551,104443,105269,105353,105753,105607
"Staunton, VA",Msa,VA,196644,197804,199051,200328,201546,202540,203364,204261,205271,205993,,204364
"Muncie, IN",Msa,IN,92965,93474,93900,94223,94617,95013,95316,95792,96133,96325,96215,96150
"Mount Vernon, WA",Msa,WA,368004,371577,372786,374267,375871,376875,377340,377434,378546,380012,382900,385779
"Albany, OR",Msa,OR,266832,268762,270019,271087,271750,272807,273457,275389,276796,279185,280078,281336
"Watertown, NY",Msa,NY,141416,141595,141856,142431,142516,142566,142246,142300,143038,142453,141718,142364
"Williamsport, PA",Msa,PA,161287,161540,162079,162835,163528,164321,164945,166404,167809,169361,169613,169852
"Cleveland, TN",Msa,TN,163128,164021,164661,165615,166206,166572,166806,167183,167898,168748,169702,170715
"Sheboygan, WI",Msa,WI,149302,149920,149822,149983,150481,151594,152466,153751,154409,155476,155826,156561
"Bismarck, ND",Msa,ND,262359,262756,262493,262638,262916,263263,263687,264319,265676,266708,267448,267877
"Owensboro, KY",Msa,KY,121561,122322,122483,122700,122848,123619,124382,125115,125864,126530,126759,126943
"Dunn, NC",Msa,NC,159489,160874,161982,163361,164390,165708,166862,167984,169349,170677,172097,173096
"Wooster, OH",Msa,OH,180970,181295,181973,182401,182462,182306,182434,182570,183153,184304,185377,185771
"Morristown, TN",Msa,TN,148942,149849,150868,151819,152650,153364,154529,155661,157261,158588,160252,160471
"Kankakee, IL",Msa,IL,141284,141799,142186,142627,143137,143966,144615,145201,145584,146124,146442,146885
"Brunswick, GA",Msa,GA,190195,192011,192646,192955,192059,192468,192795,193434,193383,193441,193295,193339
"Ogdensburg, NY",Msa,NY,74320,74797,75293,75457,75367,75050,75173,75849,76747,77489,77986,78355
"San Angelo, TX",Msa,TX,155155,155182,155289,155738,156450,157133,157581,158145,158747,157459,156164,154292
"Michigan City, IN",Msa,IN,147734,148621,149373,150029,150710,151500,152251,152856,153423,153847,154070,154265
"Holland, MI",Msa,MI,196197,197175,198183,199288,200010,199680,199765,200638,202496,203879,204902,206194
"Wenatchee, WA",Msa,WA,352147,353639,355577,357576,359057,361472,364111,366408,367969,369067,369603,369700
"Lawrence, KS",Msa,KS,201355,202529,203337,202439,202680,203471,205058,206145,206205,206827,208007,210628
"Decatur, IL",Msa,IL,85919,88131,90113,91116,90283,89725,89756,89751,89650,89827,89696,89692
"Missoula, MT",Msa,MT,330998,333400,335144,337122,337604,337894,338455,340830,342124,343314,343737,345810
"Salem, OH",Msa,OH,101061,101481,101839,102260,102762,103325,103843,104419,104906,105445,105777,
"Bay City, MI",Msa,MI,102720,103151,103335,103300,103923,104297,105120,105760,106919,107983,108632,109291
"Lewiston, ME",Msa,ME,176486,176727,176319,176458,176697,178238,179556,180684,181531,182561,184446,186657
"Roseburg, OR",Msa,OR,213045,214807,215763,215748,216610,217269,219017,220605,222582,224151,225467,226457
"Sumter, SC",Msa,SC,125458,125782,126090,126377,126779,127260,127838,128696,129400,129979,129335,129516
"Meridian, MS",Msa,MS,98670,99101,99500,99746,100015,100197,100501,100820,101191,101605,102056,102428
"Show Low, AZ",Msa,AZ,213859,215405,216593,217931,219183,220332,221110,222282,223060,224082,224800,225633
"Bluefield, WV",Msa,WV,77757,78069,78416,78859,79298,79671,80019,80357,80748,81027,80742,80410
"Danville, VA",Msa,VA,122501,123174,123875,124620,125269,125811,126259,126830,127365,127871,,126994
"Lima, OH",Msa,OH,111673,112523,113428,113724,114313,115083,115446,115595,115326,115465,115849,115819
"Cookeville, TN",Msa,TN,152579,152452,152819,153458,154567,155317,156056,156679,157557,158093,158918,160168
"California-Lexington Park, MD",Msa,MD,297765,297309,297614,297501,298038,298166,298423,298827,298976,299609,300003,300185
"Gadsden, AL",Msa,AL,91244,91211,91330,91821,92300,92445,92611,92574,93082,93125,93685,93977
"Cumberland, MD",Msa,MD,94152,95353,96612,97677,98320,98199,97673,97476,98177,98656,99306,98736
"Longview, WA",Msa,WA,267922,270124,272247,274617,276869,279610,281455,282796,283517,285004,286888,288976
"Whitewater, WI",Msa,WI,219930,219753,219182,219870,221545,222776,225422,227895,231559,232533,232414,232405
"Fond du Lac, WI",Msa,WI,139190,139737,140970,141474,142343,142813,143585,144274,144869,145428,145700,145916
"Ithaca, NY",Msa,NY,223587,222779,221793,218994,216795,215289,215413,216218,218149,219552,220017,219753
"Ashtabula, OH",Msa,OH,106435,106782,107593,109550,111204,111100,111525,111946,113241,114066,114429,113699
"Gettysburg, PA",Msa,PA,210721,211324,211954,212577,213314,214360,215321,215903,216058,216112,215784,215594
"Pine Bluff, AR",Msa,AR,62009,62299,62599,62946,63185,63439,63692,63907,64156,64423,64519,64506
"Tullahoma, TN",Msa,TN,154543,153802,154866,155665,155264,154179,152667,154621,156281,158240,158052,158884
"Richmond, KY",Msa,KY,160407,161186,161793,162600,163467,163993,164909,165939,167628,168164,168702,168980
"Adrian, MI",Msa,MI,152588,153240,153933,154684,155798,156806,157959,158600,159641,160670,161679,162578
"Twin Falls, ID",Msa,ID,210208,212048,213945,216308,218548,220479,221662,222731,224230,226054,227435,228236
"Corning, NY",Msa,NY,106537,106199,106396,106535,106970,107500,108326,109136,109529,109801,109470,109318
"Sebring, FL",Msa,FL,138857,139919,140177,140559,140736,141178,141778,141899,142023,142450,143129,143656
"Truckee, CA",Msa,CA,477773,476943,477981,483583,484977,483305,478278,475655,473415,472101,472640,474903
"Paducah, KY",Msa,KY,108558,108895,109310,109808,110562,111246,111870,112465,112996,113572,113744,113864
"Grand Forks, ND",Msa,ND,207827,208917,210259,211510,212339,213070,213471,214065,214624,214497,213675,212602
"Shelby, NC",Msa,NC,145903,146841,147360,147624,148478,149224,150388,151908,152470,152504,151475,151409
"Fairbanks, AK",Msa,AK,199380,199473,199423,199290,200348,201252,202475,207356,209324,210580,207998,208396
"Ocean City, NJ",Msa,NJ,389647,390128,389891,389238,389561,389620,390307,390687,393118,395793,398051,399525
"Mankato, MN",Msa,MN,208160,209096,,207823,207273,,209751,212198,213975,215644,215369,214110
"Rome, GA",Msa,GA,120998,122023,123109,123857,124994,125655,126560,127146,128303,129177,130049,130828
"Cape Girardeau, MO",Msa,MO,150289,150616,151303,151983,152462,154724,156845,159235,,164229,164727,
"Hot Springs, AR",Msa,AR,145416,146202,146611,146990,147515,148059,148217,148872,149938,150671,150802,150786
"Greenwood, SC",Msa,SC,113523,113994,114447,115116,115745,116436,116989,117590,118138,118751,118856,118843
"Sunbury, PA",Msa,PA,105608,106061,106596,107122,107659,108175,108579,108898,109139,109367,109482,109517
"Clarksburg, WV",Msa,WV,98355,98686,98938,99429,99936,100408,100927,101337,101957,102482,102617,102535
"Talladega, AL",Msa,AL,102649,103087,103522,104009,104425,104834,105142,105494,105782,106115,106817,107432
"Dubuque, IA",Msa,IA,178345,179701,180731,181016,181339,181585,182184,182948,183417,184110,184510,185014
"The Villages, FL",Msa,FL,277237,279055,280267,281195,282133,283036,284076,285247,286741,288288,289411,289601
"Albertville, AL",Msa,AL,127108,128040,129091,129873,130654,131476,132236,132318,132091,132474,133450,134387
"Manhattan, KS",Msa,KS,197744,198627,199442,200115,200412,200744,201307,202160,203070,203731,204057,204393
"Parkersburg, WV",Msa,WV,104019,104512,105008,105457,105871,106266,106648,107051,107429,107813,108069,108337
"New Philadelphia, OH",Msa,OH,147808,148615,149428,150219,150985,151730,152577,,,,,
"Orangeburg, SC",Msa,SC,94605,95029,95459,95886,96288,96657,97010,97430,97740,97597,,
"Cheyenne, WY",Msa,WY,281920,281811,283923,285416,288310,289142,291923,294736,297435,299010,298154,299529
"New Castle, PA",Msa,PA,105002,105510,105952,106515,107003,107603,108094,108596,109036,109509,,109475
"Brainerd, MN",Msa,MN,192796,193960,195304,196455,197544,198624,200104,201605,204168,206611,208925,209841
"Kalispell, MT",Msa,MT,342052,344676,346090,347448,348306,349530,351169,353415,355522,357420,359404,362360
"Sevierville, TN",Msa,TN,227125,228663,230396,232091,233817,235484,237777,240058,242469,244430,246415,248572
"Ames, IA",Msa,IA,199881,200223,200547,201065,201779,202471,203312,203614,203994,204141,204740,205270
"Bozeman, MT",Msa,MT,447398,450266,453560,456886,460515,465037,468323,469987,472454,474337,477635,478280
"Moses Lake, WA",Msa,WA,202617,203635,206766,210640,212729,213180,212981,213401,215185,217014,220119,221189
"Indiana, PA",Msa,PA,122548,123369,123984,124397,124688,124993,125372,125855,126462,127096,127389,127458
"Elmira, NY",Msa,NY,102913,103417,103251,103020,102563,102379,102376,103061,103788,104377,103708,103484
"Meadville, PA",Msa,PA,101230,101753,102270,102844,103221,103530,103703,104008,104407,104796,105009,105176
"Beaver Dam, WI",Msa,WI,163609,164524,165053,165784,166215,167462,168551,169523,169763,169632,169535,169494
"Pinehurst-Southern Pines, NC",Msa,NC,243067,243946,245086,246638,248122,248886,249153,249615,250323,251315,252198,253285
"Ukiah, CA",Msa,CA,421038,422768,419503,415205,410614,409689,408964,407814,406436,405381,401339,398219
"Hermiston-Pendleton, OR",Msa,OR,190151,190904,191694,192630,193262,193745,193347,193524,194268,195721,197421,198852
"Lufkin, TX",Msa,TX,123306,123860,124390,124982,125460,125934,126308,126687,126476,126856,127288,128047
"Zanesville, OH",Msa,OH,119669,120549,121436,122145,122743,123368,124074,124823,125044,125288,125636,126460
"Corvallis, OR",Msa,OR,365366,366641,368259,367495,367666,367385,367145,367038,365659,367683,368178,373927
"Bloomsburg, PA",Msa,PA,164111,164911,165732,166627,167277,167878,168409,169045,169635,170236,170438,170641
"Laurel, MS",Msa,MS,102024,102300,102594,102880,103121,103255,103388,103525,103854,104136,104592,104961
"Russellville, AR",Msa,AR,114984,115610,116108,116708,117093,117570,117999,118584,119017,119978,120578,121565
"Branson, MO",Msa,MO,160316,160685,161120,161970,162717,163676,164469,165257,165832,166400,166978,167661
"Watertown, WI",Msa,WI,209160,210598,211612,212652,213943,214670,214933,214941,215228,216136,217574,219420
"Midland, MI",Msa,MI,145866,146853,148669,148892,147012,145429,144666,145899,147642,148676,149128,149648
"Opelousas, LA",Msa,LA,110928,111376,111615,112190,112671,113182,113404,113410,113467,113578,113435,113307
"Pocatello, ID",Msa,ID,187411,189553,191519,193634,194549,194939,195629,197995,200866,203838,204473,204959
"Kokomo, IN",Msa,IN,111536,112225,113089,114028,115068,115861,116554,117139,117808,118176,118470,118705
"Grants Pass, OR",Msa,OR,291932,290700,289054,287045,286664,287141,287635,288870,288932,289805,288281,290762
"Huntsville, TX",Msa,TX,171353,172061,172898,173676,174460,175252,175983,176764,177445,178253,178774,179253
"Plattsburgh, NY",Msa,NY,144445,145881,148204,148590,148932,149998,150304,150206,149356,148775,149462,149846
"Grand Island, NE",Msa,NE,155894,156866,157796,158764,159688,160472,161131,161803,162582,163435,163343,163072
"DuBois, PA",Msa,PA,100460,100801,101224,101719,102291,102732,103039,103334,103687,103902,104007,104072
"Danville, IL",Msa,IL,67248,67465,67684,67809,67879,67944,68113,68355,68608,68831,68825,68749
"Manitowoc, WI",Msa,WI,123260,123673,126210,129132,130560,129914,128829,129471,130427,131545,132643,133474
"Great Falls, MT",Msa,MT,194640,196067,197105,197939,198716,199749,200319,200573,200015,199581,199392,199937
"Wilson, NC",Msa,NC,119565,119991,120483,120913,121397,121840,122307,122755,123083,123273,,123153
"Cullman, AL",Msa,AL,142243,142856,143569,144138,144833,145419,145991,146368,146769,147360,148221,149072
"Olean, NY",Msa,NY,82177,83393,83969,84652,85364,85424,84539,83449,82847,83019,83340,84211
"Auburn, NY",Msa,NY,129399,129633,131443,132721,134748,135108,135325,135157,134949,135447,135229,134806
"Portsmouth, OH",Msa,OH,82566,82976,83558,84113,84462,84780,85054,85316,85347,85453,85406,85379
"Athens, TX",Msa,TX,166756,167264,167365,168410,169972,171538,172614,173932,175498,173594,171681,167542
"Oak Harbor, WA",Msa,WA,397921,398388,399302,400846,403614,405207,406222,406809,407910,409576,411323,413916
"Chillicothe, OH",Msa,OH,121092,121768,122610,123418,124387,125309,126305,127048,127818,128377,128761,
"Hinesville, GA",Msa,GA,148891,149578,150108,150615,151041,151501,151819,152182,152424,152698,152176,151564
"Somerset, PA",Msa,PA,113727,114301,114787,115273,115769,116227,116621,116977,117403,117746,117848,117770
"Warsaw, IN",Msa,IN,178173,178829,179044,179311,180258,181821,183346,184618,185921,186847,187448,187769
"Stillwater, OK",Msa,OK,148062,148542,149119,149661,150110,150471,150824,151224,151620,152046,,
"Quincy, IL",Msa,IL,116849,117385,117910,118428,118951,119498,120006,120499,120967,121381,121517,121593
"Keene, NH",Msa,NH,206466,207124,208360,210061,211179,212073,212969,213726,214523,214969,215177,215246
"Sandusky, OH",Msa,OH,140209,141432,143310,144994,145316,144849,144502,144460,145550,146170,146438,145915
"Searcy, AR",Msa,AR,122852,123371,123842,124309,124704,125530,126252,,,,,
"Columbus, IN",Msa,IN,167459,168871,170098,171448,172605,174078,174968,175162,175248,175627,176480,177090
"Roanoke Rapids, NC",Msa,NC,72167,72301,72528,72786,73144,73316,73521,73653,73824,73864,73752,73502
"Centralia, WA",Msa,WA,194742,196659,198731,200334,202098,204002,205442,206822,208198,209856,210882,211196
"Casper, WY",Msa,WY,215772,216522,217361,218443,219510,220412,220938,221199,222170,223649,225214,226614
"Helena, MT",Msa,MT,273396,274893,276461,278873,280946,282955,283827,284992,285773,286965,287742,288923
"Findlay, OH",Msa,OH,141242,141760,142868,143522,144694,145664,146806,147559,148283,148651,149222,149993
"Wisconsin Rapids-Marshfield, WI",Msa,WI,122258,122880,123436,123996,124485,124964,125505,126059,126621,127115,127359,127619
"Palatka, FL",Msa,FL,118385,120023,121267,122336,123270,123861,124750,125126,125945,126112,126579,127821
"Seneca, SC",Msa,SC,169586,171225,172430,172475,172582,172606,173273,173554,174514,175088,175817,176346
"Mount Airy, NC",Msa,NC,128029,128532,129092,129691,130310,130884,131554,132199,132778,132703,132359,131851
"Glenwood Springs, CO",Msa,CO,540089,539286,539547,543297,545556,546463,547043,548935,550804,553535,553243,554050
"Key West, FL",Msa,FL,625274,627648,629705,632188,633220,633702,633213,633676,633367,634767,635168,634003
"Aberdeen, WA",Msa,WA,182850,183402,184201,185325,187136,189138,190747,192542,193715,195112,196018,197209
"Gallup, NM",Msa,NM,154195,154801,155548,156221,156810,157369,158066,158871,159446,160072,160848,161694
"Port Angeles, WA",Msa,WA,307319,309054,311174,313636,316600,319641,322195,324214,325678,326669,326883,326730
"Greenfield Town, MA",Msa,MA,232823,230999,231022,230688,229242,227187,224134,222477,221610,222064,221308,221672
"Muskogee, OK",Msa,OK,79923,80241,80522,80738,80842,80907,81033,81171,81291,81460,82371,83389
"Frankfort, KY",Msa,KY,147494,148181,148856,149629,150381,151198,151966,152792,153569,154488,154765,154985
"Owosso, MI",Msa,MI,119866,120402,120979,121796,122594,123403,124104,124819,125497,126115,126394,126617
"Mount Pleasant, MI",Msa,MI,138559,138954,139380,139943,140440,141211,142034,142971,143622,144063,144534,144930
"Statesboro, GA",Msa,GA,153155,154176,155190,155971,156582,157157,157767,158411,158942,159443,159089,158638
"Marion, IN",Msa,IN,83786,84233,84661,85005,85380,85766,86179,86527,86802,87052,87274,87464
"Stevens Point, WI",Msa,WI,171757,172744,173672,174413,174991,175569,176298,177099,177892,178752,179342,179963
"Minot, ND",Msa,ND,270973,271573,272227,272634,273277,273513,273646,273576,273670,274468,275767,278916
"Shawnee, OK",Msa,OK,97304,96886,97187,97504,97760,98189,98549,98976,99296,99872,101256,102782
"North Wilkesboro, NC",Msa,NC,132699,132929,133262,133986,134632,135400,135959,136470,136804,137207,137551,137820
"Richmond, IN",Msa,IN,101523,101978,102411,102858,103280,103688,104079,104400,104723,105028,104770,104521
"Greeneville, TN",Msa,TN,100452,100362,101059,101839,102931,102928,103480,104119,105205,105821,106093,107443
"Martinsville, VA",Msa,VA,80384,80850,81341,81817,82158,82363,82498,82655,83142,83540,83375,82889
"Forest City, NC",Msa,NC,131791,132362,132973,133631,134406,134994,135698,136244,136794,137067,137167,137287
"Lake City, FL",Msa,FL,150400,150824,151217,151265,151231,151215,151487,151847,152217,152643,153299,153999
"Kapaa, HI",Msa,HI,585049,586971,589624,592064,594648,597001,599154,601226,603306,,617132,
"Marquette, MI",Msa,MI,157006,157581,158269,159132,159879,160534,161082,161651,162248,162941,163251,163394
"LaGrange, GA",Msa,GA,136104,137090,137904,138629,139381,140161,140953,141670,142087,141992,141143,140404
"Marion, OH",Msa,OH,99206,99856,100575,101382,102220,102952,103668,104287,104832,105343,105581,
"Morehead City, NC",Msa,NC,272590,273243,275066,277484,278585,280053,280508,281349,281360,281386,281925,282428
"Klamath Falls, OR",Msa,OR,177914,178276,179321,180918,183127,185404,187187,188373,188831,189513,189974,190525
"Marinette, WI",Msa,WI,104751,104985,105368,105899,106385,106809,107366,107980,108609,109297,109713,110139
"Roswell, NM",Msa,NM,103853,104624,105368,105704,105968,106107,106707,107177,107611,107903,108231,108628
"Marshall, TX",Msa,TX,147243,147845,148228,148477,148786,149092,149520,150226,150974,151709,151667,151558
"Farmington, MO",Msa,MO,118457,119309,119919,120602,121011,121400,121769,122439,122865,123551,123877,124459
"Charleston, IL",Msa,IL,87111,87442,87784,88110,88417,88706,88966,89222,,,,
"Athens, OH",Msa,OH,133576,134264,135059,135504,135969,136452,137090,137779,138407,139222,139456,139553
"Hobbs, NM",Msa,NM,161633,161086,160001,160578,160924,161508,162565,163419,164176,166078,168637,171613
"Clearlake, CA",Msa,CA,254537,254581,253982,252635,252037,,241936,239773,,245333,245364,244803
"Nacogdoches, TX",Msa,TX,147080,147570,148095,148784,149516,150022,150461,150857,151335,151929,152386,152888
"Hutchinson, KS",Msa,KS,100653,100888,100977,100971,101041,101278,101543,101848,102156,102522,102732,102955
"Faribault, MN",Msa,MN,241135,240397,241295,242950,245978,247193,247312,247976,248515,248278,248031,247509
"Elizabeth City, NC",Msa,NC,164867,164908,165221,165471,165933,166237,166822,167289,167877,168338,168350,168276
"Ionia, MI",Msa,MI,152052,152874,153797,154804,155750,156748,157692,158629,159490,160401,,
"Alamogordo, NM",Msa,NM,127081,127366,127684,128371,129139,129837,130529,131196,131843,134281,136600,138546
"Red Bluff, CA",Msa,CA,250352,251193,252750,255574,258140,259898,260147,260569,261851,263946,266127,268015
"Hudson, NY",Msa,NY,258330,259380,261433,261370,262310,261116,261296,260273,259373,259496,259940,261060
"Somerset, KY",Msa,KY,139111,140101,140763,141192,141641,142237,142852,143684,144673,145637,145818,146086
"Coos Bay, OR",Msa,OR,225162,226278,228138,229138,230919,232390,234575,236310,237645,237644,238313,239075
"Walla Walla, WA",Msa,WA,268886,269162,270561,271924,273530,275088,276559,278042,279395,280777,280886,281085
"Sayre, PA",Msa,PA,144082,144704,145173,145648,146262,147106,147533,148001,148251,148673,148694,148911
"Oneonta, NY",Msa,NY,148491,149108,149595,150049,150412,150844,151280,151722,152156,152551,153247,153972
"Fort Madison, IA",Msa,IA,90527,90860,91168,91359,91545,91747,92100,92472,92747,92960,92969,93074
"Baraboo, WI",Msa,WI,189834,191279,192498,194032,195669,198190,200993,203897,205780,207272,208200,209825
"Marietta, OH",Msa,OH,126096,126757,127398,128105,128699,129502,130285,131099,131758,132480,132861,133155
"Salina, KS",Msa,KS,127808,127848,128094,128471,128696,129007,129450,129966,130321,130909,131416,131891
"Rutland, VT",Msa,VT,182603,183399,184238,185137,185934,186689,187292,188043,188871,189203,189179,189186
"Big Stone Gap, VA",Msa,VA,74195,74532,74973,75405,75738,75954,76187,76482,76787,76991,76531,75964
"Sturgis, MI",Msa,MI,120096,120917,121928,123070,124730,126629,127828,129232,129812,130612,131259,132092
"Rio Grande City, TX",Msa,TX,70598,70693,70674,70861,70978,71153,71020,70987,71049,71440,71535,71558
"Fremont, OH",Msa,OH,118864,119287,119644,119987,120429,120970,121599,122241,122798,123318,123533,123665
"Mount Vernon, OH",Msa,OH,145321,146215,147256,148456,149659,150825,152087,153308,154478,155506,156120,156716
"Lewiston, ID",Msa,ID,237614,239159,240778,242229,243384,244321,245137,245961,246838,247586,248343,249039
