RegionName,RegionType,StateName,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021
"Niles, MI",Msa,MI,197884,200315,202818,205231,209929,215383,218820,221114,224442,228587,231834,233729
"Kahului, HI",Msa,HI,745986,755105,764542,771973,779413,789047,802251,820414,840637,861983,883036,903703
"Ottawa, IL",Msa,IL,123726,124401,125445,126738,128254,129927,131527,133358,135039,137058,138686,140318
"State College, PA",Msa,PA,266611,268740,270427,271049,271621,272678,274962,277950,280324,282968,285232,288141
"Bangor, ME",Msa,ME,181173,184764,189795,194297,199448,203592,208088,212643,216332,218870,220790,223156
"Alexandria, LA",Msa,LA,156365,156639,157124,157177,157732,158308,160022,162442,165003,166586,167754,169105
"Decatur, AL",Msa,AL,151170,152909,155302,157515,159913,161821,163572,164994,166508,168458,171404,174803
"Hanford, CA",Msa,CA,267880,271532,274283,276073,278529,282970,288405,293490,298613,302209,306272,310370
"Iowa City, IA",Msa,IA,232668,233331,233920,234609,235914,238165,240702,242856,244315,246937,250683,254765
"Rocky Mount, NC",Msa,NC,127281,129738,132320,133793,137743,140833,144061,145012,147432,149856,151774,154107
"Monroe, MI",Msa,MI,196420,200333,204057,206589,207825,209771,212242,214317,216652,218298,219537,220422
"Wichita Falls, TX",Msa,TX,114569,116498,118586,119798,121536,123947,126705,129345,131389,133436,135655,138546
"Burlington, NC",Msa,NC,182364,185087,188080,190099,194198,197087,202850,208017,214317,217972,222689,228601
"Madera, CA",Msa,CA,314238,316687,321742,327620,333400,340114,348912,358507,366974,373161,380088,387215
"Jefferson City, MO",Msa,MO,175459,178052,180458,182143,183715,185774,188671,191906,194792,196521,198016,200263
"Chambersburg, PA",Msa,PA,202795,204107,206052,209916,213148,216448,218927,222115,223944,226171,227234,229346
"Texarkana, TX",Msa,TX,120056,121670,123743,124746,125958,127253,128596,129771,130706,131433,132033,134557
"Elizabethtown, KY",Msa,KY,171723,173507,175549,177447,180665,183560,186425,188541,191287,194223,196560,198947
"Pottsville, PA",Msa,PA,95748,97009,98970,101297,103738,105501,108725,111424,113967,115759,117216,118990
"Wheeling, OH",Msa,OH,108722,110000,111342,112227,113110,114034,114877,115752,116568,117259,117845,119994
"Florence, AL",Msa,AL,129950,131983,135047,136350,138067,139277,141270,143090,144906,146642,148644,151520
"Grand Junction, CO",Msa,CO,298847,303196,307362,312214,318835,326905,335510,343598,350496,356522,362385,365359
"Concord, NH",Msa,NH,305606,310266,314751,318379,323183,328641,335681,341818,348317,354206,359948,365234
"Dothan, AL",Msa,AL,131762,132868,134377,135136,135865,136806,138211,140128,141862,143394,144828,147034
"Santa Fe, NM",Msa,NM,412779,419499,426292,432367,437611,442281,450301,459451,467678,474412,480717,486832
"Johnstown, PA",Msa,PA,86685,86706,87721,88600,89390,90354,90996,92058,93066,94122,95323,97643
"Traverse City, MI",Msa,MI,273558,277581,282003,286508,292901,300213,307284,313635,319150,323723,327820,332588
"Hattiesburg, MS",Msa,MS,151389,153137,155108,156276,157221,158003,159029,159995,161026,161745,162362,165529
"Dalton, GA",Msa,GA,152629,155556,159068,162549,166011,168795,171595,174427,177104,180128,182956,183961
"Midland, TX",Msa,TX,266896,265595,264698,263367,264634,265955,268104,269982,272726,275173,277878,279386
"Homosassa Springs, FL",Msa,FL,189981,193303,197011,201199,205976,211353,216349,222309,227772,233887,239123,244608
"Auburn, AL",Msa,AL,220286,222734,225237,226933,228189,229948,231473,234033,236308,,230696,231200
"Valdosta, GA",Msa,GA,139749,141477,143106,144746,146452,148387,150487,152778,155099,157306,159352,162108
"Coeur d'Alene, ID",Msa,ID,428981,439508,453379,463065,476793,488773,511573,530695,548714,559700,567715,576732
"Springfield, OH",Msa,OH,134952,136871,140970,144379,148022,149704,151478,152000,152626,152775,154352,154578
"St. George, UT",Msa,UT,382259,390164,400018,412022,425354,441118,459220,477531,492562,505005,515613,526966
"Vero Beach, FL",Msa,FL,255701,258522,259834,261824,267046,271821,279423,288669,298413,309612,319754,328899
"Odessa, TX",Msa,TX,183432,184158,184956,185073,183931,182378,180519,179527,178560,183054,187814,193392
"Napa, CA",Msa,CA,777908,788856,793587,799072,809206,830831,853450,870548,879306,880516,879310,876679
"Tupelo, MS",Msa,MS,127619,129360,131223,132397,133357,134315,135523,136548,137548,138220,138984,141587
"Battle Creek, MI",Msa,MI,138379,140137,142000,143933,145723,147651,149663,152073,154953,157603,159437,161339
"Jamestown, NY",Msa,NY,114113,115277,117207,118951,120547,121765,123486,125479,127485,130049,132509,135336
"Eureka, CA",Msa,CA,355192,358273,362147,368709,375433,383655,394542,407613,419689,427675,434107,443148
"Rapid City, SD",Msa,SD,,,,,270794,275820,280922,286122,291009,295837,300042,305175
"Flagstaff, AZ",Msa,AZ,426661,435377,445163,454288,468563,485436,502382,519646,532752,547321,560206,572321
"Lumberton, NC",Msa,NC,83967,85417,87184,88182,89190,90176,91123,91957,92673,93283,93837,96028
"Wausau, WI",Msa,WI,186762,187887,189062,190248,191557,193284,195774,198578,201140,203335,205784,208185
"La Crosse, WI",Msa,WI,216153,218503,221252,224244,227370,231038,233760,236351,238312,240321,242033,245229
"Lebanon, PA",Msa,PA,208425,210775,213911,218172,221384,224323,227194,231142,234587,236799,238891,240740
"Idaho Falls, ID",Msa,ID,291910,299980,309336,317751,325816,333033,340528,349022,355220,361047,364935,373905
"Sierra Vista, AZ",Msa,AZ,180002,182352,184309,186385,187438,190296,193512,197525,200966,203416,206858,210755
"Pittsfield, MA",Msa,MA,263408,266677,269973,273768,278189,284596,291165,297499,302313,307671,313445,319441
"Lawton, OK",Msa,OK,105324,106472,107591,108567,109522,109212,108885,108778,110462,111975,113262,114451
"Farmington, NM",Msa,NM,153177,156239,159263,162680,163633,167298,171035,174788,177934,181403,184501,186628
"Jackson, TN",Msa,TN,134270,137080,140229,142587,145022,147534,150599,153576,156595,159494,160939,162867
"Morgantown, WV",Msa,WV,181106,182503,184632,186368,187646,188071,188113,188451,189082,191154,193473,196299
"Glens Falls, NY",Msa,NY,202299,205752,208870,212131,214619,217413,220999,224622,227905,229673,231146,234810
"Winchester, VA",Msa,VA,268072,271600,276184,280232,284260,288318,292799,297760,302059,305867,309603,314088
"St. Joseph, MO",Msa,MO,129496,130508,132069,133515,135509,137621,139795,141578,143050,143975,144833,145823
"Altoona, PA",Msa,PA,123527,124108,124442,125482,127018,128008,129698,132227,134477,136369,137299,138533
"New Bern, NC",Msa,NC,172550,174401,176578,178191,180147,182162,184623,187238,190206,192761,195683,199812
"Carbondale, IL",Msa,IL,106836,107854,109134,110021,110786,111700,112687,113849,114649,114996,115322,116293
"London, KY",Msa,KY,108297,109845,111470,112604,113489,114289,115042,116066,117075,118089,119101,121701
"Logan, ID",Msa,UT,325763,333161,339136,345095,351889,361417,373197,383392,392285,402401,411430,421658
"Harrisonburg, VA",Msa,VA,238959,242437,246144,248496,250932,253367,255340,257552,259535,261541,263016,267074
"Beckley, WV",Msa,WV,84772,85297,85556,85740,85957,86327,86616,86875,87271,87771,88274,89876
"Mansfield, OH",Msa,OH,128855,132086,136616,138329,140421,142314,144607,146492,147968,149418,151630,153830
"Weirton, OH",Msa,OH,91745,92980,94130,94898,95621,96425,97035,97770,98547,99356,99852,101754
"Goldsboro, NC",Msa,NC,146389,148062,149702,151499,154088,156757,159441,161761,163763,166305,169166,172069
"Augusta, ME",Msa,ME,203903,207820,210606,215806,222757,232170,240840,246763,250677,252051,251719,250931
"Hammond, LA",Msa,LA,166939,167313,168375,169989,171803,173110,175169,177734,179877,182481,184606,187572
"Jonesboro, AR",Msa,AR,142141,143069,144220,145403,146624,148283,150318,,156366,159273,161474,164705
"Sherman, TX",Msa,TX,197814,199526,201928,205220,208479,212385,216460,222172,228112,233606,238203,243374
"Anniston, AL",Msa,AL,115036,117176,120405,122862,123976,125379,127412,129443,131228,132651,133860,135291
"Staunton, VA",Msa,VA,216120,219446,223046,225259,227419,229584,231423,233590,236908,238332,239275,241053
"Muncie, IN",Msa,IN,105942,106720,107479,108662,110498,113039,115970,118859,121146,123183,125106,126799
"Mount Vernon, WA",Msa,WA,435309,444828,454482,464851,469947,477965,487366,501350,512509,524649,536246,549420
"Albany, OR",Msa,OR,314956,319468,323557,327957,332876,339548,345818,353859,359692,366832,372138,378520
"Watertown, NY",Msa,NY,152488,153688,155618,156745,158329,159726,162099,163586,164723,165555,166801,167899
"Williamsport, PA",Msa,PA,172908,175246,175423,176921,178161,179966,181927,184204,186413,189402,191723,193707
"Cleveland, TN",Msa,TN,190956,193311,195563,197455,199436,202261,205563,209221,212489,216157,220223,225859
"Sheboygan, WI",Msa,WI,172506,175080,177868,179554,181045,182904,185358,187051,188331,190263,192034,193904
"Bismarck, ND",Msa,ND,281182,282661,284092,285928,288132,290772,293563,295677,297728,299295,301157,303373
"Owensboro, KY",Msa,KY,143726,144353,144894,145647,146176,147249,148787,151091,153716,156169,158567,163123
"Dunn, NC",Msa,NC,190175,193054,195502,198499,200841,204354,207946,212099,215832,219457,222736,227000
"Wooster, OH",Msa,OH,207764,209280,211766,214758,217967,220928,223536,226539,229654,233054,237330,245246
"Morristown, TN",Msa,TN,165243,167305,169685,172430,176588,179288,183990,186645,190788,192313,194821,196786
"Kankakee, IL",Msa,IL,157103,158473,159690,160518,161482,162877,164667,166460,168241,170169,172343,174894
"Brunswick, GA",Msa,GA,208430,210623,212905,215315,218059,221433,224488,229528,234585,239056,241457,244061
"Ogdensburg, NY",Msa,NY,83661,84292,84713,86793,89897,93497,95659,97668,99279,100416,102349,104932
"San Angelo, TX",Msa,TX,166520,169237,171562,172579,173491,174012,176369,179613,183191,185600,187407,189129
"Michigan City, IN",Msa,IN,170671,172537,173753,175446,177037,179838,182970,186781,190519,193691,196137,197617
"Holland, MI",Msa,MI,229474,233095,236023,238004,239697,242692,246806,251591,255924,259763,263540,267139
"Wenatchee, WA",Msa,WA,406186,412974,420253,426521,433925,442476,451257,461795,471324,482002,488560,497154
"Lawrence, KS",Msa,KS,227491,231019,233219,235753,239829,245371,251708,256070,260256,265827,270563,273997
"Decatur, IL",Msa,IL,94236,94487,95207,95873,96859,97663,98801,100204,101571,103095,104413,105866
"Missoula, MT",Msa,MT,398520,406890,418332,431798,446507,461973,478145,495943,509297,520003,528060,535661
"Salem, OH",Msa,OH,113190,113436,113545,114407,114959,115842,116877,118820,120634,122104,123635,124872
"Bay City, MI",Msa,MI,119828,121862,123562,125434,127114,129189,131241,134059,136542,138861,140676,142205
"Lewiston, ME",Msa,ME,213360,216504,220578,224667,231719,239704,247861,252960,255035,255955,258222,262601
"Roseburg, OR",Msa,OR,249666,252517,256100,259430,264517,269910,276663,283071,288739,293440,297517,302266
"Sumter, SC",Msa,SC,138271,139419,140577,141728,143164,145221,147334,149802,151814,154089,156148,158051
"Meridian, MS",Msa,MS,98104,98860,99982,99972,99867,99719,100055,100189,100154,100350,100540,102072
"Show Low, AZ",Msa,AZ,261878,267335,272979,278713,285922,296521,308011,318402,325459,331762,338353,344581
"Bluefield, WV",Msa,WV,83762,84430,85186,85817,86380,86883,87337,87887,88521,89071,89610,91444
"Danville, VA",Msa,VA,132266,134054,136097,137391,138668,139935,141101,142400,143422,144336,145100,147437
"Lima, OH",Msa,OH,130790,133801,135274,137065,139158,141604,144104,146702,148988,150532,152100,153163
"Cookeville, TN",Msa,TN,176764,179897,183143,185892,189259,192969,197094,201377,205624,209460,212755,218408
"California-Lexington Park, MD",Msa,MD,328284,331472,336465,341172,346255,350230,353144,355888,359464,362770,366111,369174
"Gadsden, AL",Msa,AL,98750,100153,101817,102968,104815,107184,109619,111932,114020,116204,117558,120450
"Cumberland, MD",Msa,MD,101359,102347,105403,107783,110111,110423,111037,111445,112416,114140,116337,118369
"Longview, WA",Msa,WA,325902,329986,334280,339013,343846,349909,356479,362489,368096,373387,378930,385293
"Whitewater, WI",Msa,WI,257380,262769,267191,271468,275745,280717,284722,289116,292679,294599,294811,294760
"Fond du Lac, WI",Msa,WI,157058,158809,160413,162762,165211,168904,171976,174900,177080,179078,181008,182792
"Ithaca, NY",Msa,NY,234993,236394,237509,238683,239339,241670,244456,246813,250013,253189,256654,259647
"Ashtabula, OH",Msa,OH,119486,120813,122804,123844,124836,125012,125804,126777,128329,131587,135231,138716
"Gettysburg, PA",Msa,PA,233878,,233165,235533,,244432,246746,249357,252041,254864,257582,260225
"Pine Bluff, AR",Msa,AR,,68466,69640,70285,71054,71757,72355,72966,73479,74075,74483,76047
"Tullahoma, TN",Msa,TN,173837,176809,179630,181889,183915,186242,189786,195794,202531,206568,208394,210621
"Richmond, KY",Msa,KY,184986,186597,187689,189028,191167,194201,197265,200037,202266,204731,207328,209985
"Adrian, MI",Msa,MI,172964,174199,175800,178673,181174,184445,187598,191360,194835,198713,202549,206118
"Twin Falls, ID",Msa,ID,263746,270484,277986,284711,292543,302072,313431,324757,334268,341492,347811,354023
"Corning, NY",Msa,NY,113901,115051,116981,119304,121732,123120,124710,126257,128018,129842,131918,133590
"Sebring, FL",Msa,FL,159540,162026,164433,167161,170017,174102,178512,182927,186849,190901,195671,199842
"Truckee, CA",Msa,CA,557053,570848,585339,592912,602988,615890,633427,646875,653787,654332,650703,650223
"Paducah, KY",Msa,KY,117772,118728,119961,121220,122679,124099,125518,126760,127887,128972,129859,132185
"Grand Forks, ND",Msa,ND,214041,215717,217593,219160,220568,222030,223526,225742,227953,230409,232130,234246
"Shelby, NC",Msa,NC,169817,175002,179495,180243,179849,178884,178125,178363,179549,181712,184470,188723
"Fairbanks, AK",Msa,AK,230192,230762,230574,229837,228057,227724,228117,229017,227569,226091,224855,227871
"Ocean City, NJ",Msa,NJ,458171,464177,471602,478926,492589,506482,521565,534804,549598,561413,570015,578057
"Mankato, MN",Msa,MN,228371,230513,232370,234379,236262,238733,241259,243516,245649,247303,248660,251731
"Rome, GA",Msa,GA,145023,145934,147698,149189,151335,153608,156505,159763,162907,166579,171036,175330
"Cape Girardeau, MO",Msa,MO,168046,169929,171976,173733,175564,176989,179152,181229,184679,187636,191365,194065
"Hot Springs, AR",Msa,AR,169086,170819,172930,176136,180168,185394,191742,197487,201874,205234,208248,211602
"Greenwood, SC",Msa,SC,125042,127017,129210,130640,131978,133372,134613,137464,140331,143418,144860,147373
"Sunbury, PA",Msa,PA,118271,119749,121364,122426,123473,124569,125701,126703,127747,128563,129336,131707
"Clarksburg, WV",Msa,WV,108097,108832,109325,109678,109969,110607,111258,111906,112505,113020,113622,116031
"Talladega, AL",Msa,AL,,117461,119368,120432,121519,122632,123733,124967,125996,126948,127424,129872
"Dubuque, IA",Msa,IA,195235,197232,199730,202161,202360,202844,206050,208266,212663,214878,219593,221264
"The Villages, FL",Msa,FL,301327,301556,302193,302820,303477,305510,309552,314391,319862,326428,334138,
"Albertville, AL",Msa,AL,152784,155112,157772,160300,162571,163166,164718,166723,169231,170547,172511,174319
"Manhattan, KS",Msa,KS,,216157,219435,221040,222591,224282,225926,227835,229477,230844,231709,233878
"Parkersburg, WV",Msa,WV,117978,118985,119755,120306,120992,122313,,127113,128769,130332,132381,135082
"New Philadelphia, OH",Msa,OH,136341,139282,142241,144285,145633,147194,149047,151608,154462,157130,159552,161876
"Orangeburg, SC",Msa,SC,100163,101171,102436,103118,104333,104843,105152,105129,105816,106377,107123,109279
"Cheyenne, WY",Msa,WY,308946,309717,310807,311434,312365,314427,317968,323420,328637,334227,339057,344089
"New Castle, PA",Msa,PA,112970,113889,114589,116626,119456,122731,125253,128099,130782,133377,134664,136028
"Brainerd, MN",Msa,MN,224208,227915,231702,234299,239832,246082,252855,256116,259073,261566,265328,269757
"Kalispell, MT",Msa,MT,412697,421250,433575,450937,471794,493342,515353,538942,561155,579558,596304,616419
"Sevierville, TN",Msa,TN,282662,288165,295011,302650,313548,325835,338548,348258,358469,370068,382007,393260
"Ames, IA",Msa,IA,213308,213995,214934,216367,219376,222830,,231264,235961,238919,239566,239474
"Bozeman, MT",Msa,MT,525440,537741,547886,556879,568719,580355,598109,614713,632810,647497,661183,669888
"Moses Lake, WA",Msa,WA,257358,263059,268397,272725,277124,283552,288498,294057,298611,306076,313142,320868
"Indiana, PA",Msa,PA,,134651,136542,137612,138604,139695,140715,141520,142310,142963,143693,146105
"Elmira, NY",Msa,NY,109655,110174,110928,112633,114070,115275,116995,120717,125006,127819,128114,128746
"Meadville, PA",Msa,PA,112711,114139,115695,116813,117834,118892,119905,120856,121953,122852,123673,125950
"Beaver Dam, WI",Msa,WI,189291,191403,192896,194934,196399,198957,201354,205645,208523,211051,212159,213792
"Pinehurst-Southern Pines, NC",Msa,NC,275329,277959,281142,285733,292288,299388,305942,312057,318857,327196,334515,341419
"Ukiah, CA",Msa,CA,448824,450582,456078,465911,469624,469078,472559,482100,491476,498704,511188,521852
"Hermiston-Pendleton, OR",Msa,OR,215408,218417,221485,227254,,244657,251243,255019,258166,260943,265068,270995
"Lufkin, TX",Msa,TX,131619,133884,136335,137534,138759,139894,141210,142511,144188,145327,146107,148799
"Zanesville, OH",Msa,OH,129434,,135148,137398,138703,141294,144521,148110,151185,155116,158159,160733
"Corvallis, OR",Msa,OR,395495,402424,408209,411045,415841,424927,438734,453285,466075,475381,482006,488484
"Bloomsburg, PA",Msa,PA,,180842,183723,185490,187276,188959,190530,191834,193286,194536,195793,199407
"Laurel, MS",Msa,MS,,108249,109815,110794,111589,112507,113558,114645,115477,116315,117194,119681
"Russellville, AR",Msa,AR,123777,125129,126897,128468,129468,130385,132336,134529,137632,139355,142086,142619
"Branson, MO",Msa,MO,,,187605,189672,191417,193053,194959,196744,198455,,210650,215866
"Watertown, WI",Msa,WI,241619,244043,246041,249227,252704,258075,262020,264975,266076,267839,270639,274139
"Midland, MI",Msa,MI,167528,169923,172996,175015,177521,181584,186422,190014,191554,192816,195013,198156
"Opelousas, LA",Msa,LA,127095,128479,129616,130572,131080,131827,132528,133211,133711,133863,134273,135978
"Pocatello, ID",Msa,ID,231684,236927,242633,246738,254074,259724,266931,273499,282778,292584,300281,303655
"Kokomo, IN",Msa,IN,127922,128651,130224,132440,134748,136925,139131,141621,143847,145409,146390,147887
"Grants Pass, OR",Msa,OR,336005,343239,351231,357530,363726,370278,377460,384172,392049,399810,406221,410972
"Huntsville, TX",Msa,TX,,190377,193860,195651,197265,199233,201298,203489,205402,206784,207734,212621
"Plattsburgh, NY",Msa,NY,154901,156571,157703,158708,158486,158832,159694,161666,163741,165311,166622,168293
"Grand Island, NE",Msa,NE,,174065,177298,179127,181092,182741,184149,185427,186725,188027,189242,192610
"DuBois, PA",Msa,PA,107659,108992,110417,111549,112629,113802,115055,116136,117367,118264,119183,121088
"Danville, IL",Msa,IL,70855,71601,72458,73082,73693,74310,74887,75513,76074,76488,76824,77626
"Manitowoc, WI",Msa,WI,149278,151916,153620,155542,157854,160013,161761,163147,164801,166627,167986,169577
"Great Falls, MT",Msa,MT,217958,220941,225405,229736,233975,237401,241407,246198,251697,257350,261831,265050
"Wilson, NC",Msa,NC,,,135510,137230,138789,140492,142126,143550,148363,152688,156886,159127
"Cullman, AL",Msa,AL,,163433,166357,168272,169753,170967,171793,173167,174468,175864,176780,180529
"Olean, NY",Msa,NY,87410,87687,87603,87820,88828,90445,92901,95956,99006,101197,102713,106104
"Auburn, NY",Msa,NY,144506,145016,146389,147486,148640,149722,151973,155232,158430,160410,162074,164817
"Portsmouth, OH",Msa,OH,,92374,93985,94615,95140,95683,96400,97265,98017,98664,99061,100523
"Athens, TX",Msa,TX,190402,195709,198212,202826,209384,216935,223580,227636,231526,235966,241671,245862
"Oak Harbor, WA",Msa,WA,474339,483548,492203,500765,509149,524767,540524,556119,564816,574936,585155,597310
"Chillicothe, OH",Msa,OH,135924,138557,141452,143403,144866,146376,147858,149492,151110,152505,153551,155965
"Hinesville, GA",Msa,GA,157515,159686,161565,160452,159613,159576,161965,164379,166767,168518,169983,173064
"Somerset, PA",Msa,PA,,125373,127077,128275,129508,130757,131905,132885,134161,135306,136395,138869
"Warsaw, IN",Msa,IN,201168,203105,205439,208082,210767,213902,217610,220735,223974,226455,229880,233059
"Stillwater, OK",Msa,OK,161023,162732,162688,161896,161573,163062,164907,166968,168249,172305,173955,177446
"Quincy, IL",Msa,IL,126246,127849,129717,130896,132126,133223,134321,135699,136594,136535,136064,136041
"Keene, NH",Msa,NH,234572,240159,245737,248906,252754,257666,262561,267658,272815,277531,281711,285738
"Sandusky, OH",Msa,OH,161870,161773,163103,164249,166511,167181,168254,169226,171806,174292,177101,180772
"Searcy, AR",Msa,AR,130591,130967,131922,133245,135493,137052,138360,140506,142754,144924,145961,146982
"Columbus, IN",Msa,IN,187506,189951,191965,194929,197283,199805,202986,206219,209870,212544,215247,217393
"Roanoke Rapids, NC",Msa,NC,77931,79166,80488,81399,82300,83349,84197,85028,85731,86341,86660,88428
"Centralia, WA",Msa,WA,249262,254613,262463,271051,278471,284745,,273706,266504,269875,272914,277620
"Casper, WY",Msa,WY,233863,234235,234683,235927,237246,239587,241120,243077,245020,247816,251261,254411
"Helena, MT",Msa,MT,325817,333856,340023,347540,357650,368072,376644,384067,390968,394673,396819,399895
"Findlay, OH",Msa,OH,166605,167659,169287,170088,170466,171111,171979,173842,175094,176989,178642,180570
"Wisconsin Rapids-Marshfield, WI",Msa,WI,136842,138863,141099,142394,143961,145543,149371,153235,156908,158498,158954,160514
"Palatka, FL",Msa,FL,147263,149758,152253,153860,155357,157742,160778,164171,166818,169705,172080,173462
"Seneca, SC",Msa,SC,190294,192273,195230,197762,201232,205039,210546,216109,221927,228086,233982,239755
"Mount Airy, NC",Msa,NC,,142139,144841,146527,148109,149872,150952,152098,153255,154653,155730,159524
"Glenwood Springs, CO",Msa,CO,597367,606378,616699,627597,641682,655944,670712,683237,695442,707057,715891,728567
"Key West, FL",Msa,FL,652363,655394,666565,679781,,714447,733002,752724,776724,799137,822439,845761
"Aberdeen, WA",Msa,WA,242745,246789,250366,255918,259856,265401,272013,283228,289217,296622,299943,308918
"Gallup, NM",Msa,NM,,177032,179716,180944,181833,182703,184011,185460,186638,186856,186638,190197
"Port Angeles, WA",Msa,WA,357756,363398,370642,378365,386778,397846,408742,419073,429140,443766,457674,471638
"Greenfield Town, MA",Msa,MA,249488,252100,255618,258415,263097,267606,273217,276542,281323,284535,287779,290998
"Muskogee, OK",Msa,OK,88267,89546,90493,90886,90964,91514,92008,92717,93379,94031,94577,96673
"Frankfort, KY",Msa,KY,161735,163423,166656,169210,172047,174037,175942,177737,179556,181502,183215,186214
"Owosso, MI",Msa,MI,,,138347,142428,143666,146467,148844,151397,153453,154581,154586,154996
"Mount Pleasant, MI",Msa,MI,153003,154941,157291,158817,160566,162707,165168,167219,169472,171271,172877,175268
"Statesboro, GA",Msa,GA,158137,158949,159335,160132,161207,163015,164977,167549,170229,172623,174821,177494
"Marion, IN",Msa,IN,91762,92181,92791,93800,94976,96368,98128,99846,101234,102575,103888,104689
"Stevens Point, WI",Msa,WI,,196244,199561,201288,203248,205154,207274,209180,211063,212906,214282,218042
"Minot, ND",Msa,ND,276335,278767,281261,281627,280902,280534,282933,286278,289529,291240,291944,294874
"Shawnee, OK",Msa,OK,107751,109312,110767,110222,110252,110890,113438,115211,118210,119129,122741,125348
"North Wilkesboro, NC",Msa,NC,,150313,153449,155557,157216,158733,160306,162022,163800,165094,166805,171770
"Richmond, IN",Msa,IN,109562,111357,113419,114147,114950,115764,116830,117757,118564,119504,120357,121879
"Greeneville, TN",Msa,TN,,130792,135535,136185,138690,140771,144468,150049,156000,162040,165875,171833
"Martinsville, VA",Msa,VA,85597,86919,88376,89256,90118,91005,91710,92495,93189,93898,94499,96124
"Forest City, NC",Msa,NC,,152121,155614,158080,160751,163930,167179,170619,173165,175106,176572,180039
"Lake City, FL",Msa,FL,173691,174619,177063,180324,187856,193154,192817,191252,190827,192489,197288,204108
"Kapaa, HI",Msa,HI,659209,661982,666436,670974,680232,692908,703935,723798,732666,752428,761365,777509
"Marquette, MI",Msa,MI,,175015,177983,179968,182263,184598,187083,189210,191282,193053,194551,197019
"LaGrange, GA",Msa,GA,143530,145169,146774,148124,150098,152403,155138,158402,157522,154900,152137,154063
"Marion, OH",Msa,OH,110327,112273,114506,115774,117014,118319,119525,120852,122114,123130,123831,125893
"Morehead City, NC",Msa,NC,302819,306345,310245,313647,318729,325279,335010,344835,354757,362775,370251,377159
"Klamath Falls, OR",Msa,OR,216745,220671,225021,230399,236270,241871,248177,254293,260571,266032,270676,274889
"Marinette, WI",Msa,WI,117769,119364,121149,122457,123910,125475,126941,128115,129157,130199,130706,132708
"Roswell, NM",Msa,NM,118093,119957,122158,123785,125243,126589,127450,128535,129400,130070,130449,133006
"Marshall, TX",Msa,TX,153309,154663,155982,155977,157053,158377,159792,161263,162733,163740,164603,167624
"Farmington, MO",Msa,MO,127734,130272,133131,134800,136509,137935,142109,146435,150945,152589,155417,157860
"Charleston, IL",Msa,IL,86189,86737,87504,88605,90337,93377,95944,98495,97751,96970,96063,96407
"Athens, OH",Msa,OH,,150732,153469,155425,157177,158715,158707,158754,158818,159911,160714,162975
"Hobbs, NM",Msa,NM,184697,186967,189593,190787,192137,193277,194277,194822,195101,195901,197154,202353
"Clearlake, CA",Msa,CA,278634,283807,289076,294585,298355,304235,310841,318333,323904,328755,332900,336298
"Nacogdoches, TX",Msa,TX,,159930,162846,164403,165841,167209,168219,169133,170071,171086,172033,175547
"Hutchinson, KS",Msa,KS,,109527,111477,112548,113685,114795,115844,116742,116992,117233,117342,118981
"Faribault, MN",Msa,MN,271273,275536,278240,281451,285927,293267,300824,306200,307925,309609,311685,314931
"Elizabeth City, NC",Msa,NC,,181090,184525,186693,188770,191098,193222,195346,197251,198861,199671,203868
"Ionia, MI",Msa,MI,164756,166120,169842,173162,179917,185073,190838,194596,197831,201960,204890,207496
"Alamogordo, NM",Msa,NM,145404,147482,149394,150434,151313,152816,154061,155732,156913,157383,157357,160045
"Red Bluff, CA",Msa,CA,256399,257433,260785,265281,276017,285742,296817,303245,309567,313792,316394,319156
"Hudson, NY",Msa,NY,283440,289397,292870,297424,309169,323549,337699,344239,342465,340061,339242,345610
"Somerset, KY",Msa,KY,154997,157076,159241,160283,162071,163865,165760,167400,168956,170348,171623,175220
"Coos Bay, OR",Msa,OR,267539,271843,276171,280688,285208,290642,298415,307475,315866,322542,327936,334533
"Walla Walla, WA",Msa,WA,303118,305582,306496,307877,313716,320405,327736,339351,350154,362964,371788,379239
"Sayre, PA",Msa,PA,156931,158925,161210,162779,164072,165106,165987,167366,168967,170520,171425,174254
"Oneonta, NY",Msa,NY,160363,162261,164305,165631,166989,168259,169574,170673,171699,172504,173205,176596
"Fort Madison, IA",Msa,IA,94884,96170,97499,98116,98683,99308,99912,100520,101156,101678,102026,103168
"Baraboo, WI",Msa,WI,219038,221234,223120,224085,225155,226387,227461,231648,236216,240229,242043,243333
"Marietta, OH",Msa,OH,,144598,147219,148881,150352,151763,152856,154196,155453,156573,157228,159409
"Salina, KS",Msa,KS,,140925,143518,145084,146325,147648,148704,149898,150945,152341,153564,155813
"Rutland, VT",Msa,VT,,204011,207572,209023,211156,215765,221451,226424,232081,236867,239162,239640
"Big Stone Gap, VA",Msa,VA,77398,78294,79294,79951,80525,81103,81507,82028,82428,82885,83196,84383
"Sturgis, MI",Msa,MI,148291,150440,152153,153680,154729,156760,159369,161534,163595,165907,169027,172446
"Rio Grande City, TX",Msa,TX,,75708,,78593,79421,80141,80862,81587,82424,83061,83628,85732
"Fremont, OH",Msa,OH,,132967,135315,136770,138106,139342,140498,141758,143111,144089,144733,146725
"Mount Vernon, OH",Msa,OH,,175192,178486,180707,182711,184690,185891,187393,188914,190816,192220,195488
