RegionName,RegionType,StateName,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021
"Cincinnati, OH",Msa,OH,211441,214376,217451,220498,222888,225651,229243,232761,235984,238048,239996,242131
"Cleveland, OH",Msa,OH,176051,177905,180263,182614,186150,190038,193740,196084,197908,199183,200569,202031
"Kansas City, MO",Msa,MO,230544,234256,238131,242593,246021,249394,252385,255232,257743,260605,263006,266241
"Las Vegas, NV",Msa,NV,315932,319273,323040,327534,335995,347042,358707,367774,375356,382347,389698,396204
"Columbus, OH",Msa,OH,238402,241178,244103,247025,250720,254655,258664,261796,264551,267384,270491,273702
"Indianapolis, IN",Msa,IN,209139,212152,215198,217913,220795,223928,227659,230942,234123,237663,241840,246267
"San Jose, CA",Msa,CA,1345458,1347509,1350949,1367195,1406662,1455217,1493487,1514984,1521335,1530375,1545276,1566461
"Austin, TX",Msa,TX,386839,397457,413217,435249,457267,481079,501151,516845,524901,531879,539237,550972
"Virginia Beach, VA",Msa,VA,267637,270455,273611,277307,280793,284408,287900,291640,294901,297844,300829,304283
"Nashville, TN",Msa,TN,314003,317822,321874,326399,331990,339000,347607,356793,365531,374363,384041,394781
"Providence, RI",Msa,RI,358848,363834,368939,374013,379925,386897,394489,402189,407538,412084,415960,420306
"Milwaukee, WI",Msa,WI,227573,230936,234347,237328,240171,243960,248035,250755,252027,252173,252914,253480
"Jacksonville, FL",Msa,FL,255290,259305,263418,267376,272278,278756,286132,293468,300853,307777,314697,321367
"Memphis, TN",Msa,TN,177789,179897,182355,184820,187831,191208,194106,196862,199661,202780,206295,209550
"Oklahoma City, OK",Msa,OK,173172,174651,176223,178096,180460,183184,186043,188568,190998,193365,195943,198873
"Louisville-Jefferson County, KY",Msa,KY,199801,201745,203991,206463,209139,212036,214941,217118,219125,221088,223292,225832
"Hartford, CT",Msa,CT,262656,265818,269263,273272,278143,282953,287538,290784,293834,295735,297610,299324
"Richmond, VA",Msa,VA,272684,276157,279487,282804,286288,289955,293433,296451,298970,301418,304250,307873
"New Orleans, LA",Msa,LA,224506,227102,229282,230716,232486,234933,238204,241673,245159,248010,250609,253807
"Buffalo, NY",Msa,NY,195884,197977,199843,202173,207417,213568,220049,222897,224406,225149,226225,227230
"Raleigh, NC",Msa,NC,311817,316518,321055,326269,332552,341096,351643,364012,375137,385362,393125,401539
"Birmingham, AL",Msa,AL,192330,194679,197121,199103,201320,203810,207312,210497,213526,215995,218878,222356
"Salt Lake City, UT",Msa,UT,441950,449856,457685,467708,480274,496090,511771,525364,533358,541416,546589,555413
"Rochester, NY",Msa,NY,174964,176775,179231,181957,185242,189056,192693,194748,195349,195631,197000,199119
"Grand Rapids, MI",Msa,MI,245778,248796,252060,255062,258802,263571,268467,272245,274454,277536,280531,284183
"Tucson, AZ",Msa,AZ,255340,259688,262978,266246,271492,280207,289166,296504,301458,305788,309596,311759
"Urban Honolulu, HI",Msa,HI,743692,750949,760182,769034,782506,796789,814287,827813,842718,854990,867628,875747
"Tulsa, OK",Msa,OK,165728,166748,168125,169662,172109,174991,177699,180351,182647,185530,188624,191503
"Fresno, CA",Msa,CA,303176,306628,311171,316683,324040,331686,341036,349336,356304,359310,362068,364111
"Worcester, MA",Msa,MA,338042,342020,348758,355107,361335,366363,372181,377795,381164,382688,384654,388441
"Stamford, CT",Msa,CT,470189,475020,480773,485505,494452,505797,517181,524003,526539,529323,534229,538258
"Albuquerque, NM",Msa,NM,241313,245024,248921,252144,256076,260574,265908,269950,273600,276915,280725,284937
"Albany, NY",Msa,NY,222784,226453,229351,231972,233907,237260,240881,244802,247483,249865,252598,254903
"Omaha, NE",Msa,NE,224433,227325,230621,233523,237005,240321,243574,245589,247233,248761,250675,253638
"New Haven, CT",Msa,CT,266225,270171,274342,279474,284421,290969,297218,301419,302639,303742,305003,307392
"Bakersfield, CA",Msa,CA,262019,265926,268135,272069,276487,282593,289118,296533,303400,309214,312613,314343
"Knoxville, TN",Msa,TN,221376,224645,227986,231779,236324,241237,246957,252749,258663,264145,269130,275513
"Greenville, SC",Msa,SC,227900,230202,232287,234787,236935,240206,244224,248397,252560,256906,261762,266888
"Ventura, CA",Msa,CA,673479,680173,688992,697614,718145,739567,761652,778427,789739,794956,799126,805429
"Allentown, PA",Msa,PA,240253,243757,246835,250481,254520,259348,263540,267321,270700,273877,276886,279727
"El Paso, TX",Msa,TX,151373,153197,155260,157154,160029,163002,166178,169020,171919,174270,176327,178043
"Baton Rouge, LA",Msa,LA,198020,198821,199847,200872,202577,204961,207269,209634,211397,213586,215508,218105
"Dayton, OH",Msa,OH,154311,156033,158032,160382,163128,165719,168237,170424,172515,174523,176216,177096
"McAllen, TX",Msa,TX,133107,134248,134996,135739,136929,138761,140765,142789,145219,147806,150511,152977
"Columbia, SC",Msa,SC,175898,177820,180064,182172,184869,188135,191946,195718,199300,202771,206051,209456
"Greensboro, NC",Msa,NC,175156,177381,179723,181711,184357,187705,191330,194957,198082,201225,203613,206680
"Akron, OH",Msa,OH,169550,170951,173214,174895,177439,179675,182173,183954,185991,187427,189492,191349
"North Port-Sarasota-Bradenton, FL",Msa,FL,308020,312537,316909,321421,328917,339842,352991,366607,378410,389666,400300,411590
"Little Rock, AR",Msa,AR,162120,162864,163618,164433,166605,168982,171957,173887,176541,178275,180983,183336
"Stockton, CA",Msa,CA,428182,438920,447173,453619,463343,476993,496309,511003,522249,526204,528750,529076
"Charleston, SC",Msa,SC,302270,305592,309234,314569,320157,327832,335773,344335,351312,356844,362815,369054
"Syracuse, NY",Msa,NY,162592,164443,165516,167490,169573,172495,174828,176565,177593,178496,179598,181028
"Colorado Springs, CO",Msa,CO,370905,375282,385399,395115,407343,416831,426829,435573,443159,449394,454409,459757
"Winston-Salem, NC",Msa,NC,178375,181164,184188,186998,189834,192231,195014,198840,202858,206613,209384,213314
"Wichita, KS",Msa,KS,159820,161610,163258,164350,166066,168017,169994,171719,173887,176144,178000,179538
"Springfield, MA",Msa,MA,263399,266049,268843,271663,275736,280483,284360,288828,292216,294948,296488,297907
"Fort Myers, FL",Msa,FL,260472,263012,267867,273412,281941,291622,302346,313349,324434,335054,343009,350242
"Boise City, ID",Msa,ID,392291,406296,419411,436250,449755,468071,482313,496392,502523,504394,503282,503726
"Toledo, OH",Msa,OH,137387,138946,141311,143803,145675,147937,149346,151595,152879,153762,154486,155594
"Madison, WI",Msa,WI,310177,313126,316416,319830,323003,328014,333381,338794,341290,343833,345890,350296
"Lakeland, FL",Msa,FL,213307,215676,218477,221701,226027,231874,238135,244957,251502,257992,264832,270164
"Ogden, UT",Msa,UT,381172,389955,397477,407528,419512,433333,447758,458444,467746,475303,483530,492111
"Daytona Beach, FL",Msa,FL,241520,245020,249032,254070,259238,265183,272901,281482,290089,296654,301880,307430
"Des Moines, IA",Msa,IA,219957,222310,225531,228467,230792,233403,236516,239334,241634,243484,245644,248729
"Jackson, MS",Msa,MS,151039,152508,153584,154926,156835,159431,162477,165150,167645,169256,170871,172845
"Youngstown, OH",Msa,OH,113523,114968,116813,119743,122372,124871,126822,128805,130123,131602,133296,135299
"Augusta, GA",Msa,GA,173754,175859,177917,180063,182369,185063,187728,190407,193077,195739,198616,201969
"Scranton, PA",Msa,PA,135546,136665,137925,139464,141947,144882,148506,151556,154429,156680,159173,161267
"Harrisburg, PA",Msa,PA,210219,212488,215096,218100,220852,223774,226454,229179,231659,233952,236418,239212
"Melbourne, FL",Msa,FL,249433,252880,256803,260673,266481,273566,281128,287724,293568,299666,307237,314297
"Chattanooga, TN",Msa,TN,203647,206353,209179,211332,214036,217983,222985,227361,231146,234500,238430,242193
"Spokane, WA",Msa,WA,328469,334404,340344,347455,356505,367957,377901,386088,392224,397864,404239,410482
"Provo, UT",Msa,UT,424722,434071,441358,451347,465385,484870,503393,516947,523328,528085,534179,543392
"Lancaster, PA",Msa,PA,261030,265179,268001,270371,273311,277945,282147,286104,289108,292920,296214,299256
"Modesto, CA",Msa,CA,369664,374519,378913,384187,392675,402079,413950,423101,429955,434961,437334,440793
"Portland, ME",Msa,ME,366375,370471,375796,382461,392374,403173,413964,422432,427079,430020,432850,438090
"Durham, NC",Msa,NC,297228,301289,305741,310976,317510,325646,334561,343888,352623,361585,368495,376104
"Santa Rosa, CA",Msa,CA,704305,707090,712943,723108,734702,745652,758954,772934,781864,782174,780320,775308
"Lexington, KY",Msa,KY,215862,218299,220297,222073,223931,226741,230067,233142,235805,238463,241161,244959
"Lafayette, LA",Msa,LA,166451,167602,169018,170479,171204,172284,173807,175643,177396,178984,180354,182583
"Lansing, MI",Msa,MI,181510,183182,185167,187565,190178,192703,194643,196511,198298,200030,202183,204683
"Fayetteville, AR",Msa,AR,222313,226374,231300,235601,241002,245538,251295,256723,261757,266760,271399,276918
"Pensacola, FL",Msa,FL,212807,214960,217698,220101,224385,229389,235548,241324,246802,251941,257423,262922
"Visalia, CA",Msa,CA,260278,262391,265570,269031,273119,279045,286667,294147,299738,304196,308121,312597
"Shreveport, LA",Msa,LA,120829,121637,121934,122341,122933,123922,124946,126318,127720,129426,130269,131063
"Springfield, MO",Msa,MO,180197,182842,185197,186985,188787,190854,193437,196393,199080,204402,209495,215635
"York, PA",Msa,PA,212004,214839,218772,222823,228033,232542,235849,238061,239360,240132,241060,242324
"Corpus Christi, TX",Msa,TX,182857,184732,186841,188154,189158,190578,193102,196477,199724,201648,203266,204864
"Flint, MI",Msa,MI,143323,146275,148654,150123,151776,154071,156879,159818,161518,162412,163606,164733
"Reno, NV",Msa,NV,435326,445731,454402,464665,476584,490733,503701,514072,523218,531007,536860,542855
"Asheville, NC",Msa,NC,305235,310648,315524,319810,324673,330428,337247,343945,351223,357853,363994,369775
"Port St. Lucie, FL",Msa,FL,259842,264454,270228,,283790,291648,300140,309423,319992,329576,338722,345759
"Santa Maria-Santa Barbara, CA",Msa,CA,714357,722851,733446,743207,761180,782288,809561,831342,847388,860340,872077,885069
"Huntsville, AL",Msa,AL,224469,227129,230330,233311,238011,242906,248307,252657,257820,263656,268864,274344
"Fort Wayne, IN",Msa,IN,169824,172282,174806,176929,178780,180752,183493,186507,189176,191447,193489,195785
"Salinas, CA",Msa,CA,665920,673896,683830,692851,704541,721276,743641,764864,778207,786030,792069,799432
"Vallejo, CA",Msa,CA,492770,499462,508267,516148,526944,537569,551988,565403,575171,580508,584768,592504
"Mobile, AL",Msa,AL,143233,144779,146272,148101,150459,153652,157070,160198,162202,164407,166483,168961
"Reading, PA",Msa,PA,210372,212821,214414,216949,219208,222823,226227,230130,233866,237519,241034,244295
"Brownsville, TX",Msa,TX,123283,124933,126958,129101,131939,134795,137418,139510,141756,144379,147016,149890
"Killeen, TX",Msa,TX,178020,180117,183037,186648,190809,195208,199787,204646,209729,215057,220114,225481
"Canton, OH",Msa,OH,152436,153986,155646,158015,160669,163579,165434,166898,167853,169442,171294,173478
"Beaumont, TX",Msa,TX,139444,140478,141722,142843,143530,144405,145483,147043,148213,149189,149888,151499
"Manchester, NH",Msa,NH,349762,354465,358253,365394,373169,382440,389482,396502,399855,403508,407070,413348
"Salem, OR",Msa,OR,350576,355124,360705,367208,375868,384254,392781,399697,405368,409886,413771,417756
"Anchorage, AK",Msa,AK,319601,320351,319845,319488,320789,321224,321781,323645,325488,327330,325190,324268
"Davenport, IL",Msa,IL,138793,140197,141273,142209,143135,144493,146072,148039,149737,151190,151991,152820
"Peoria, IL",Msa,IL,119323,120027,120868,121908,123378,124883,126475,127857,129351,130737,132018,133040
"Myrtle Beach, SC",Msa,SC,230120,232614,235171,238042,241659,246616,251717,259310,267645,277179,285009,293463
"Montgomery, AL",Msa,AL,149251,150546,151587,152775,154279,156554,159028,161717,163741,165693,167387,169266
"Salisbury, MD",Msa,DE,282627,285224,290133,296382,303531,309823,315688,322749,330068,337325,343414,348127
"Gulfport, MS",Msa,MS,153548,154774,156136,157792,159698,161836,164730,167756,170727,173147,175874,178801
"Tallahassee, FL",Msa,FL,199380,200961,202794,204725,208530,212374,216396,219714,222522,224819,226177,229248
"Trenton, NJ",Msa,NJ,278669,281306,284815,289391,295619,301012,307226,312422,317213,321071,323449,327354
"Fayetteville, NC",Msa,NC,147187,149236,151074,152737,154517,156891,159967,162862,165356,167542,169557,171693
"Hickory, NC",Msa,NC,,173208,,179681,182796,185987,189578,193157,196719,199347,202516,205729
"Huntington, WV",Msa,WV,109144,110225,111373,112141,112869,113682,114441,115255,115931,116603,117142,119394
"Eugene, OR",Msa,OR,360512,366184,371799,377611,383503,393417,401754,409344,414526,419992,425540,429491
"Rockford, IL",Msa,IL,132992,134911,136326,138897,141771,144851,147700,150161,151872,153568,154567,156214
"Savannah, GA",Msa,GA,215591,217632,220284,223542,227281,231196,235566,240380,245211,250310,255557,261385
"Ann Arbor, MI",Msa,MI,315824,317422,319542,323349,327548,332682,337328,341474,343999,345789,347052,349654
"Ocala, FL",Msa,FL,178625,180500,182817,186261,189991,194648,198604,203249,208074,213605,219335,225466
"Kalamazoo, MI",Msa,MI,196327,197230,199684,202136,206399,209736,213213,216530,218967,221083,221853,222570
"Naples, FL",Msa,FL,373765,377293,382558,391115,402774,414264,428127,441772,458792,475573,493175,508282
"South Bend, IN",Msa,IN,154144,156049,157696,158757,161897,165086,168586,171636,174348,176823,179529,182254
"Spartanburg, SC",Msa,SC,175950,178110,180408,183375,186166,189626,192707,196669,200689,204723,208342,212081
"Evansville, IN",Msa,IN,158914,160879,162958,164608,167029,169483,172034,173927,175250,176240,177935,180008
"Kingsport, TN",Msa,TN,144881,146170,147574,148724,150120,152221,154436,156873,159050,161191,163611,166829
"Roanoke, VA",Msa,VA,200283,202574,205648,208285,210627,213043,216110,219228,221863,224463,226083,228889
"Green Bay, WI",Msa,WI,206157,208424,212169,215795,219921,222505,224553,226458,228379,230501,232194,233466
"Lincoln, NE",Msa,NE,226499,229166,231989,235146,238980,242890,246239,248909,251247,253056,254787,257079
"Fort Collins, CO",Msa,CO,445224,450530,455578,460763,468565,479877,491170,502064,510359,517955,525004,533585
"Utica, NY",Msa,NY,147399,150255,152314,155557,158867,162351,164901,166922,170295,172940,174123,173854
"Columbus, GA",Msa,GA,137552,139347,141327,143211,145317,147305,149018,150651,152255,153935,155452,157559
"Boulder, CO",Msa,CO,615427,624813,635290,648227,663505,682747,698601,709312,717201,724584,734438,746118
"Lubbock, TX",Msa,TX,162750,163994,165469,167501,169868,172524,174691,177166,179757,182810,185379,187862
"Erie, PA",Msa,PA,145129,146577,148227,149868,151355,153693,156139,158894,160747,162291,163864,165376
"Fort Smith, AR",Msa,AR,119813,121015,122314,123405,124555,126117,127552,129110,130352,131607,132889,135200
"Duluth, MN",Msa,MN,185512,187792,189344,189509,190937,193034,196382,198690,201528,204034,206684,208997
"Atlantic City, NJ",Msa,NJ,234717,236629,237527,241705,246467,252406,258650,266370,272000,275359,276654,279561
"New London, CT",Msa,CT,281836,289153,295322,300468,304784,308483,311940,314073,317110,318868,318829,319615
"San Luis Obispo, CA",Msa,CA,686932,692990,702176,708902,721228,735940,753352,769162,780432,790057,801669,812651
"Gainesville, FL",Msa,FL,220775,222259,223496,225146,227288,231094,235736,240242,243967,247498,251247,255126
"Santa Cruz, CA",Msa,CA,971816,977465,989825,1010952,1044816,1081185,1110528,1131551,1141071,1148233,1159547,1170845
"Clarksville, TN",Msa,TN,198100,200398,202500,205094,208453,212528,216744,221168,225178,229344,234507,240740
"Cedar Rapids, IA",Msa,IA,169201,171978,174271,176353,178022,179817,181596,182889,184579,186616,189375,191998
"Merced, CA",Msa,CA,316854,321179,327473,334165,342980,349458,356397,363779,372818,380355,385827,390967
"Wilmington, NC",Msa,NC,283047,285996,290788,295483,299851,303980,310694,318766,326879,332804,339299,345854
"Kennewick, WA",Msa,WA,328318,332160,336974,341915,348200,355641,363509,370961,378176,385020,392486,399641
"Greeley, CO",Msa,CO,409223,413196,418146,425761,433865,443202,453836,464005,473571,480679,487242,492406
"Waco, TX",Msa,TX,183587,184988,187412,190698,194879,199427,204644,210507,217377,222267,226403,228949
"Olympia, WA",Msa,WA,403642,410226,416337,424329,434582,445852,457430,466419,473065,479444,487118,495536
"Amarillo, TX",Msa,TX,156828,158968,161575,163638,165720,168018,170756,173485,176232,178821,181616,184218
"Binghamton, NY",Msa,NY,131070,132607,134109,135933,138086,141333,144834,148133,150244,151469,151679,152825
"Hagerstown, WV",Msa,MD,221977,224895,228509,233113,236905,240669,244034,247810,251455,254899,258697,262190
"Bremerton, WA",Msa,WA,455301,462604,469683,477827,485754,496180,503949,516098,524771,534983,540442,547384
"Laredo, TX",Msa,TX,162736,163182,163291,162986,162865,162806,165703,169164,172690,173913,175560,178427
"Lynchburg, VA",Msa,VA,201290,203119,205344,207652,209871,212024,214327,217109,219807,222990,225865,228196
"Yakima, WA",Msa,WA,267084,270564,274147,279610,284453,289197,293658,298721,303610,308019,312245,316878
"Crestview-Fort Walton Beach-Destin, FL",Msa,FL,314643,319044,323060,328651,334195,342170,351299,360192,368508,376582,384583,392140
"Topeka, KS",Msa,KS,145506,146552,148106,150175,152241,154401,156185,158405,160453,162402,164162,165810
"Macon-Bibb County, GA",Msa,GA,119387,120768,122182,123609,125614,127733,129684,131621,133619,135665,137609,140164
"Champaign-Urbana, IL",Msa,IL,153415,154852,156313,157880,159485,161491,163896,165970,167858,169634,171624,173211
"Tuscaloosa, AL",Msa,AL,178214,179490,180955,182832,184762,186830,188990,191695,194007,196086,197863,200652
"College Station, TX",Msa,TX,225949,226730,227726,228728,230098,231833,234043,236501,239367,242216,245141,248485
"Sioux Falls, SD",Msa,SD,244229,247113,250218,253384,256683,260519,264180,267529,270879,273913,277289,281800
"Charleston, WV",Msa,WV,100743,101912,,,107875,109152,110386,111811,113106,114417,115482,117062
"Appleton, WI",Msa,WI,212804,214887,217050,219340,222200,226011,229926,233202,236058,238104,240160,241085
"Chico, CA",Msa,CA,354149,358470,362322,366089,370725,375826,382837,389161,394622,395809,395959,395641
"Charlottesville, VA",Msa,VA,330167,333815,338905,344277,349704,354702,358948,362708,364862,367216,369880,375313
"Claremont, NH",Msa,NH,247022,250846,255257,258624,262138,266392,272166,279619,285214,291109,296352,304942
"Barnstable Town, MA",Msa,MA,497752,508338,519161,532467,547837,565888,582027,593573,602510,612193,622153,630704
"Longview, TX",Msa,TX,147132,151662,156541,159612,161501,163651,165942,168957,172022,174817,176945,180144
"Burlington, VT",Msa,VT,336043,338262,341549,345836,351967,355852,361414,367417,375621,381699,386770,392350
"Prescott, AZ",Msa,AZ,367330,376697,385176,396642,405357,417748,428495,440904,450125,458752,465302,470208
"Springfield, IL",Msa,IL,142014,142660,143232,143822,144568,145686,146875,148078,149065,150199,151311,152652
"Tyler, TX",Msa,TX,195241,195870,197430,199663,202607,205684,209253,213617,217264,219945,221497,223109
"Las Cruces, NM",Msa,NM,199659,200965,202912,205473,208655,212470,216014,219026,221813,224933,228635,231229
"Fargo, ND",Msa,ND,239358,242043,244406,246623,248734,251188,253526,255418,257837,260056,262427,264124
"Houma, LA",Msa,LA,160047,161069,162361,163583,164440,165272,165994,167044,168064,168909,169524,171515
"Rochester, MN",Msa,MN,259929,262576,265516,267541,270421,273296,277041,280996,283826,286745,289491,292773
"Florence, SC",Msa,SC,132249,133757,134999,136403,137632,139364,140918,142521,144457,146718,148963,151186
"Medford, OR",Msa,OR,355528,362094,368150,374598,378969,385211,391569,398626,404966,411755,417861,423588
"Lafayette-West Lafayette, IN",Msa,IN,187329,189782,192772,195682,198473,200964,204014,207374,210734,213640,216373,219698
"Bellingham, WA",Msa,WA,475855,485524,491516,500723,503834,514550,524090,539276,551449,565455,576761,588273
"Lake Havasu City, AZ",Msa,AZ,273143,278093,283669,290376,298515,307333,316619,324654,331573,338345,345284,352335
"Saginaw, MI",Msa,MI,114336,116408,118420,120047,122182,124431,127037,129017,130046,131500,132967,134863
"Lake Charles, LA",Msa,LA,193311,194439,195716,196579,197079,198176,199544,201166,202740,204641,206660,210240
"Johnson City, TN",Msa,TN,,166860,169484,171619,173948,176503,179295,182751,185858,190182,194354,201005
"Elkhart, IN",Msa,IN,184640,187034,188978,191090,194429,198130,201852,204975,207611,210085,213352,217294
"Yuma, AZ",Msa,AZ,191118,195325,199144,203232,206811,210696,215214,220544,226071,231038,234595,238923
"Racine, WI",Msa,WI,182527,186171,189452,191081,193214,195392,197946,200530,203341,205473,206930,209899
"Athens, GA",Msa,GA,233814,235495,237889,240496,243496,247998,252624,257611,261839,267299,272869,279537
"Torrington, CT",Msa,CT,282539,288703,295906,302228,306958,311806,317050,321890,325548,327077,329625,331707
"St. Cloud, MN",Msa,MN,237149,240003,243023,245371,248852,253282,257954,261577,264543,267464,270209,273106
"Hilton Head Island, SC",Msa,SC,340937,343773,348090,351829,358416,364944,373885,383695,394383,406176,416920,428562
"Bloomington, IL",Msa,IL,161667,163671,165468,166890,167821,169725,172267,174907,177057,179166,181059,183295
"Hilo, HI",Msa,HI,413700,418361,424620,431692,440499,450538,461722,475043,488174,501427,512942,523733
"Panama City, FL",Msa,FL,248850,251862,255421,259183,263675,268454,273978,280195,287661,294243,299912,304860
"Kingston, NY",Msa,NY,292127,299984,307580,313382,320121,326100,333142,337872,343010,347228,351911,354977
"Daphne, AL",Msa,AL,248025,250918,253206,256677,260277,266620,272330,278332,284737,291517,298198,303930
"Gainesville, GA",Msa,GA,262252,265621,269593,273170,278546,284008,292120,300723,308639,316773,325667,334927
"Warner Robins, GA",Msa,GA,157619,158899,160424,162031,163561,165281,167064,169260,171446,173799,176055,178908
"Blacksburg, VA",Msa,VA,210692,213557,216376,218161,219887,221994,223828,225914,227642,229275,230635,234250
"Jacksonville, NC",Msa,NC,183404,185019,186842,188564,190300,192787,196101,200054,203443,206536,209722,213238
"Redding, CA",Msa,CA,312438,315704,320280,327385,335073,342423,351134,358805,365359,366163,366951,368616
"Monroe, LA",Msa,LA,144281,145196,146167,146630,147129,148206,150419,152984,155143,156359,157082,158867
"Joplin, MO",Msa,MO,144538,146180,147496,148511,149404,150146,151393,152800,154503,156266,158712,161742
"El Centro, CA",Msa,CA,249510,252143,258984,269550,278784,285253,289675,292821,297294,300279,303757,306847
"Terre Haute, IN",Msa,IN,103906,105318,107375,108290,109312,109608,110237,111439,112643,114159,115009,116500
"Muskegon, MI",Msa,MI,163262,165613,168723,172083,175771,179735,183840,187049,190154,192580,195413,197819
"East Stroudsburg, PA",Msa,PA,203194,207913,214007,220812,226924,233044,241248,249667,256366,260109,263808,267770
"Sioux City, IA",Msa,IA,147980,149986,152205,154494,156403,159381,160403,162058,163183,165380,167002,168888
"Greenville, NC",Msa,NC,159129,160699,162462,163962,165449,167873,,,180113,184088,188695,192500
"Waterloo, IA",Msa,IA,148704,149591,150418,151318,152237,153426,154719,155985,157388,158847,160248,162015
"Oshkosh, WI",Msa,WI,171947,174079,176607,179632,182946,186235,188629,190245,191545,192965,194684,196405
"Yuba City, CA",Msa,CA,340783,344258,347319,351000,356600,365419,378275,390610,400592,406945,411268,416303
"Abilene, TX",Msa,TX,147905,148814,149973,151395,153457,155704,158496,160657,163032,165174,167780,169904
"Columbia, MO",Msa,MO,214234,217233,218933,222078,225389,230101,233771,236766,239481,242252,244647,246218
"Dover, DE",Msa,DE,252207,254778,257792,260811,264696,269061,274364,279866,284731,288945,292063,295415
"Eau Claire, WI",Msa,WI,212322,214803,216870,219049,221802,225738,229624,232656,235371,237963,239551,241670
"Janesville, WI",Msa,WI,170374,172507,174685,176946,179154,181815,183922,186406,188469,191281,193147,195014
"Jackson, MI",Msa,MI,166084,168770,171425,173408,174934,176617,178989,181519,183868,186132,188525,191323
"Punta Gorda, FL",Msa,FL,250715,255520,259099,265163,270483,279563,289026,300382,310050,318984,327743,336097
"Bloomington, IN",Msa,IN,227695,229913,232318,234886,237992,240893,243733,246168,248944,251686,254989,258777
"Pueblo, CO",Msa,CO,226001,229297,233453,237878,242292,248268,254599,261956,267834,274599,279693,284964
"Billings, MT",Msa,MT,287237,292697,294274,296170,298127,301449,306583,312671,318698,323414,327368,331354
"Bowling Green, KY",Msa,KY,167276,168676,171047,173387,175544,177379,179551,181963,185416,188584,192217,197783
"Bend, OR",Msa,OR,496884,507946,519062,534957,554308,576187,600886,621231,638804,650261,658548,661864
"Albany, GA",Msa,GA,115596,117309,119221,120456,121617,122904,124059,125242,126324,127163,127736,130363
"Vineland, NJ",Msa,NJ,163381,166495,169542,173468,176843,181346,186350,191679,195756,198694,201734,203995
